feature,horizon,n,corr,abs_corr,slope_ticks_per_feature_unit,feature_mean,feature_std,future_ret_mean,future_abs_ret_mean,bottom_10pct_feature_cutoff,bottom_10pct_future_ret_mean,bottom_10pct_hit_up,top_10pct_feature_cutoff,top_10pct_future_ret_mean,top_10pct_hit_up,top_minus_bottom_future_ret
book_wap_edge_L3,1,9999,0.3457972446819502,0.3457972446819502,1.1179302006586727,0.0006788650917589694,0.6645174102106705,0.005700570057005701,1.650965096509651,-0.35294117647026724,-0.7823585810162992,0.31639501438159157,0.35294117647026724,0.7870370370370371,0.5321637426900585,1.5693956180533362
imbalance_L3,1,9999,-0.33284781410677483,0.33284781410677483,-44.41151905155678,0.00015677999081269397,0.016100879702507332,0.005700570057005701,1.650965096509651,0.0,0.07387057387057387,0.4222629222629223,0.0,-0.06091241617557407,0.4065230644178013,-0.13478299004614794
imbalance_L2,1,9999,0.3315642220663189,0.3315642220663189,12.15668518922032,-0.00037710465769718487,0.05859384730354124,0.005700570057005701,1.650965096509651,0.0,-0.06091241617557407,0.4065230644178013,0.0,0.07387057387057387,0.4222629222629223,0.13478299004614794
book_wap_edge_L2,1,9999,0.3076793971667594,0.3076793971667594,1.4803901282184821,0.0013624652140942395,0.44650030474456587,0.005700570057005701,1.650965096509651,-0.35294117647026724,-0.7823585810162992,0.31639501438159157,0.35294117647026724,0.7870370370370371,0.5321637426900585,1.5693956180533362
imbalance_L1,1,9999,0.29733553250069655,0.29733553250069655,11.01097473375213,-0.00018147372724700147,0.05801236486573784,0.005700570057005701,1.650965096509651,0.0,-0.05894597887896019,0.4068846466287571,0.0,0.07071682765632943,0.42196237925775293,0.1296628065352896
micro_edge_L1,1,9999,0.29525240199863445,0.29525240199863445,2.7202137112781566,-0.003243829573606372,0.23317926990028676,0.005700570057005701,1.650965096509651,0.0,-0.05894597887896019,0.4068846466287571,0.0,0.07071682765632943,0.42196237925775293,0.1296628065352896
ask_gap_12,1,9999,0.25672501353198246,0.25672501353198246,0.6113122903121126,2.5892589258925893,0.9022036550309008,0.005700570057005701,1.650965096509651,2.0,-0.263766077170418,0.3645498392282958,3.0,0.2726458291857456,0.4654588891100936,0.5364119063561636
bid_gap_12,1,9999,-0.2454198157427233,0.2454198157427233,-0.6456848121720382,2.5856585658565856,0.8165608967946104,0.005700570057005701,1.650965096509651,2.0,0.27480138521083725,0.4632308005703809,3.0,-0.2538310412573674,0.36895874263261297,-0.5286324264682046
ask_size_3,1,9999,0.24213975827071588,0.24213975827071588,0.16460260584733052,0.39583958395839586,3.1603044469653185,0.005700570057005701,1.650965096509651,0.0,-0.06091241617557407,0.4065230644178013,0.0,0.005700570057005701,0.4152415241524152,0.06661298623257977
bid_size_3,1,9999,-0.23795370896106252,0.23795370896106252,-0.15551577941774375,0.43014301430143015,3.2871350049636128,0.005700570057005701,1.650965096509651,0.0,0.07387057387057387,0.4222629222629223,0.0,0.005700570057005701,0.4152415241524152,-0.06817000381356816
bid_depth_L2,1,9999,0.13725330568958372,0.13725330568958372,0.06931563610160996,37.22212221222122,4.253937688052851,0.005700570057005701,1.650965096509651,32.0,-0.599907063197026,0.34014869888475835,42.0,0.15182328190743338,0.43338008415147267,0.7517303451044595
