feature,horizon,n,corr,abs_corr,slope_ticks_per_feature_unit,feature_mean,feature_std,future_ret_mean,future_abs_ret_mean,bottom_10pct_feature_cutoff,bottom_10pct_future_ret_mean,bottom_10pct_hit_up,top_10pct_feature_cutoff,top_10pct_future_ret_mean,top_10pct_hit_up,top_minus_bottom_future_ret
dev_global_mean,1000,9000,-0.5622320452588144,0.5622320452588144,-0.6029261827109914,-2.3959888888884726,38.7081766783061,6.1290555555555555,34.42027777777778,-49.055099999999584,55.146964856230035,0.9659211927582535,52.944900000000416,-38.3058568329718,0.052060737527114966,-93.45282168920184
z_global_mean,1000,9000,-0.5622320452588143,0.5622320452588143,-22.677869073269466,-0.06370106600087214,1.029116674452564,6.1290555555555555,34.42027777777778,-1.3042056151725387,55.146964856230035,0.9659211927582535,1.4076219572429711,-38.3058568329718,0.052060737527114966,-93.45282168920184
dev_global_mean,500,9500,-0.451530896946784,0.451530896946784,-0.38974863086445094,-1.1972578947364259,38.0998167723198,3.231105263157895,26.096263157894736,-48.055099999999584,32.38623046875,0.830078125,51.944900000000416,-26.748453608247424,0.2309278350515464,-59.134684076997424
z_global_mean,500,9500,-0.45153089694678394,0.45153089694678394,-14.659619495189192,-0.031830950688611595,1.0129424865407426,3.231105263157895,26.096263157894736,-1.2776190703449357,32.38623046875,0.830078125,1.381035412415368,-26.748453608247424,0.2309278350515464,-59.134684076997424
dev_ema_1000,1000,8981,-0.39940958335792076,0.39940958335792076,-0.7728028841993985,3.504554248749507,21.469799269067728,6.17486916824407,34.46024941543258,-24.911940798358046,20.482758620689655,0.7041156840934372,33.68074999957571,-24.590656284760847,0.28698553948832034,-45.073414905450505
dev_roll_mean_1000,1000,8981,-0.38081014678471714,0.38081014678471714,-0.6244878814750744,3.591683952252988,25.331606548839865,6.17486916824407,34.46024941543258,-29.3804999999993,12.154060066740824,0.5962180200222469,38.92900000000009,-23.74137931034483,0.3248053392658509,-35.89543937708565
z_roll_mean_1000,1000,8981,-0.3753556590436738,0.3753556590436738,-11.273171983830457,0.10328112807181922,1.3831684446892385,6.17486916824407,34.46024941543258,-1.7175929181376381,27.193548387096776,0.657397107897664,1.9086003749124927,-17.18298109010011,0.3670745272525028,-44.37652947719688
dev_roll_median_1000,1000,8981,-0.3666538941627924,0.3666538941627924,-0.5708397063661622,3.568450061240396,26.682121970174624,6.17486916824407,34.46024941543258,-30.0,9.820815450643776,0.5396995708154506,43.0,-26.156146179401993,0.31561461794019935,-35.97696163004577
book_wap_edge_L3,1,9999,0.3457972446819502,0.3457972446819502,1.1179302006586727,0.0006788650917589694,0.6645174102106705,0.005700570057005701,1.650965096509651,-0.35294117647026724,-0.7823585810162992,0.31639501438159157,0.35294117647026724,0.7870370370370371,0.5321637426900585,1.5693956180533362
dev_ema_1000,500,9481,-0.33337285383877435,0.33337285383877435,-0.5189950515060557,3.007996948884861,21.142582873425884,3.207783989030693,26.118763843476426,-24.38634953745168,24.844573234984193,0.8345626975763962,32.876746487247146,-5.215489989462593,0.3624868282402529,-30.060063224446786
imbalance_L3,1,9999,-0.33284781410677483,0.33284781410677483,-44.41151905155678,0.00015677999081269397,0.016100879702507332,0.005700570057005701,1.650965096509651,0.0,0.07387057387057387,0.4222629222629223,0.0,-0.06091241617557407,0.4065230644178013,-0.13478299004614794
imbalance_L2,1,9999,0.3315642220663189,0.3315642220663189,12.15668518922032,-0.00037710465769718487,0.05859384730354124,0.005700570057005701,1.650965096509651,0.0,-0.06091241617557407,0.4065230644178013,0.0,0.07387057387057387,0.4222629222629223,0.13478299004614794
dev_ema_500,1000,8981,-0.3290397707547746,0.3290397707547746,-0.7949086633546963,1.4999484608661855,17.19528589622089,6.17486916824407,34.46024941543258,-20.23474833104592,19.235261401557285,0.6551724137931034,24.58921757148164,-22.17241379310345,0.2825361512791991,-41.40767519466073
dev_global_mean,200,9800,-0.32417078758019413,0.32417078758019413,-0.20431600104505124,-0.5751510204077471,37.75981979857678,1.3818367346938776,18.988061224489797,-48.055099999999584,13.6640625,0.79296875,50.944900000000416,-16.288194444444443,0.3492063492063492,-29.952256944444443
z_global_mean,200,9800,-0.3241707875801941,0.3241707875801941,-7.6849399713242725,-0.015291278386712176,1.0039031417570743,1.3818367346938776,18.988061224489797,-1.2776190703449357,13.6640625,0.79296875,1.354448867587765,-16.288194444444443,0.3492063492063492,-29.952256944444443
z_roll_mean_1000,500,9481,-0.3209890897259061,0.3209890897259061,-7.795059612073239,0.07900720196129063,1.3553824443910398,3.207783989030693,26.118763843476426,-1.6814823265928829,26.425711275026345,0.8008429926238145,1.866393654043514,-2.7718651211801895,0.3972602739726027,-29.197576396206536
dev_roll_mean_500,1000,8981,-0.3159444219717426,0.3159444219717426,-0.6460774740851235,1.5037789951509888,20.314415459690952,6.17486916824407,34.46024941543258,-23.709000000000742,12.53392658509455,0.6206896551724138,29.578999999999724,-23.53948832035595,0.27697441601779754,-36.0734149054505
