event,count_all,count_usable,count_sampled,future_ret_1_mean,future_ret_1_hit_up,future_abs_ret_1_mean,future_ret_2_mean,future_ret_2_hit_up,future_abs_ret_2_mean,future_ret_3_mean,future_ret_3_hit_up,future_abs_ret_3_mean,future_ret_5_mean,future_ret_5_hit_up,future_abs_ret_5_mean,future_ret_10_mean,future_ret_10_hit_up,future_abs_ret_10_mean,future_ret_20_mean,future_ret_20_hit_up,future_abs_ret_20_mean,future_ret_50_mean,future_ret_50_hit_up,future_abs_ret_50_mean,future_ret_100_mean,future_ret_100_hit_up,future_abs_ret_100_mean,future_ret_200_mean,future_ret_200_hit_up,future_abs_ret_200_mean,future_ret_500_mean,future_ret_500_hit_up,future_abs_ret_500_mean,future_ret_1000_mean,future_ret_1000_hit_up,future_abs_ret_1000_mean
tight_spread_bottom_10pct,992,892,200,-0.1132286995515695,0.38004484304932734,1.7701793721973094,-0.22533632286995517,0.40919282511210764,2.3778026905829597,-0.32062780269058294,0.4204035874439462,2.896860986547085,-0.5106502242152466,0.4192825112107623,3.616031390134529,-1.0420403587443947,0.40582959641255606,5.149663677130045,-2.2292600896860986,0.36434977578475336,7.5274663677130045,-5.108183856502242,0.36995515695067266,12.907511210762332,-9.8526376146789,0.2706422018348624,20.08658256880734,-19.68717616580311,0.18393782383419688,28.012305699481864,-45.597457627118644,0.006355932203389831,45.652542372881356,,,
wide_spread_top_10pct,924,843,200,-0.1506524317912218,0.37247924080664296,1.6512455516014235,-0.2823250296559905,0.398576512455516,2.30011862396204,-0.3570581257413998,0.4151838671411625,2.8256227758007118,-0.5557532621589562,0.41043890865954924,3.6079478054567025,-1.0361803084223014,0.4068801897983393,5.166666666666667,-2.1915776986951365,0.3641755634638197,7.466785290628707,-5.063463819691577,0.365361803084223,12.752669039145907,-10.166464155528555,0.26123936816524906,19.93438639125152,-20.57425068119891,0.17302452316076294,28.365803814713896,-46.237938596491226,0.006578947368421052,46.29495614035088,,,
high_bid_imbalance_top_10pct,987,890,200,-0.04662921348314607,0.3865168539325843,1.7241573033707864,-0.15955056179775282,0.4134831460674157,2.347191011235955,-0.25449438202247193,0.42359550561797754,2.853370786516854,-0.46348314606741575,0.42247191011235957,3.5837078651685395,-0.9893258426966293,0.40786516853932586,5.106179775280899,-2.1634831460674158,0.36292134831460676,7.448876404494382,-5.042696629213483,0.3685393258426966,12.822471910112359,-9.748275862068965,0.27241379310344827,19.979310344827585,-19.896507115135833,0.18240620957309184,28.1254851228978,-45.964059196617335,0.006342494714587738,46.01902748414376,,,
high_ask_imbalance_bottom_10pct,975,877,200,-0.21664766248574688,0.3660205245153934,1.7069555302166477,-0.31356898517673887,0.3979475484606613,2.338654503990878,-0.4224629418472064,0.40935005701254273,2.863740022805017,-0.6145952109464082,0.4070695553021665,3.630558722919042,-1.1431014823261116,0.40022805017103763,5.1864310148232615,-2.3044469783352337,0.3603192702394527,7.5279361459521095,-5.094070695553022,0.3694412770809578,12.767958950969213,-9.94049008168028,0.26837806301050177,20.004667444574096,-19.934123847167324,0.18050065876152832,28.231884057971016,-46.1226012793177,0.006396588486140725,46.17803837953092,,,
large_up_move,26,24,24,-1.2083333333333333,0.25,2.0833333333333335,-0.8958333333333334,0.25,2.5625,-1.3125,0.2916666666666667,3.3125,-1.6666666666666667,0.375,4.458333333333333,-1.9166666666666667,0.3333333333333333,5.083333333333333,-1.0833333333333333,0.4166666666666667,8.75,-6.083333333333333,0.375,16.541666666666668,-7.604166666666667,0.2916666666666667,20.4375,-23.976190476190474,0.047619047619047616,27.214285714285715,-47.4,0.0,47.4,,,
large_down_move,26,23,23,1.9130434782608696,0.6956521739130435,2.652173913043478,2.130434782608696,0.6086956521739131,3.347826086956522,2.1956521739130435,0.7391304347826086,4.108695652173913,2.0,0.6521739130434783,4.0,1.2173913043478262,0.6521739130434783,4.565217391304348,-0.8260869565217391,0.391304347826087,6.173913043478261,-2.0434782608695654,0.4782608695652174,14.695652173913043,-8.090909090909092,0.36363636363636365,21.045454545454547,-12.973684210526315,0.2631578947368421,24.763157894736842,-45.07142857142857,0.0,45.07142857142857,,,
spread_tightened,78,63,63,0.4523809523809524,0.5079365079365079,3.2777777777777777,0.5396825396825397,0.5396825396825397,3.238095238095238,-0.015873015873015872,0.4444444444444444,3.634920634920635,-0.4603174603174603,0.5079365079365079,3.857142857142857,-2.142857142857143,0.36507936507936506,5.253968253968254,-3.0396825396825395,0.31746031746031744,7.579365079365079,-5.428571428571429,0.4126984126984127,13.619047619047619,-5.253968253968254,0.4126984126984127,19.428571428571427,-12.62962962962963,0.2777777777777778,25.74074074074074,-44.984375,0.0,44.984375,,,
spread_widened,74,60,60,0.058333333333333334,0.45,1.5916666666666666,-0.35,0.3,2.0166666666666666,-0.9583333333333334,0.25,2.7083333333333335,-1.45,0.35,3.5166666666666666,-2.6,0.3,4.7,-3.7416666666666667,0.25,7.125,-6.45,0.38333333333333336,13.916666666666666,-5.833333333333333,0.4166666666666667,19.016666666666666,-13.186274509803921,0.23529411764705882,26.558823529411764,-45.403225806451616,0.0,45.403225806451616,,,
bid_size_increased,421,383,200,-0.0013054830287206266,0.391644908616188,1.7140992167101827,-0.2010443864229765,0.42036553524804177,2.4046997389033944,-0.22715404699738903,0.4490861618798956,2.8093994778067883,-0.5796344647519582,0.402088772845953,3.485639686684073,-1.1318537859007833,0.39425587467362927,4.98041775456919,-2.289817232375979,0.3472584856396867,7.488250652741514,-5.330287206266319,0.35509138381201044,13.027415143603132,-9.922459893048128,0.27540106951871657,20.328877005347593,-19.41131498470948,0.18654434250764526,28.05045871559633,-45.20975609756098,0.004878048780487805,45.21951219512195,,,
ask_size_increased,422,386,200,-0.17357512953367876,0.3601036269430052,1.689119170984456,-0.344559585492228,0.4015544041450777,2.3471502590673574,-0.41580310880829013,0.422279792746114,2.739637305699482,-0.7357512953367875,0.38860103626943004,3.4792746113989637,-1.2279792746113989,0.3860103626943005,4.958549222797927,-2.3821243523316062,0.344559585492228,7.5427461139896375,-5.229274611398964,0.3601036269430052,13.053108808290155,-9.677718832891246,0.28116710875331563,20.375331564986737,-19.459214501510573,0.18731117824773413,28.163141993957705,-45.50738916256157,0.0049261083743842365,45.51724137931034,,,
