series,lag,autocorr
past_ret_1,1,-0.14283434865840214
past_ret_1,2,0.026605611390331272
past_ret_1,3,0.011033212788606504
past_ret_1,4,-0.028742791823088965
past_ret_1,5,-0.008245939943602877
past_ret_1,6,0.04506266862711616
past_ret_1,7,0.014338866107608884
past_ret_1,8,-0.06658391854730862
past_ret_1,9,0.08419286606312108
past_ret_1,10,-0.002198857253798178
past_ret_1,11,-0.0058377525313213835
past_ret_1,12,-0.006469527152912264
past_ret_1,13,-0.02884710415630811
past_ret_1,14,-0.009686380801348388
past_ret_1,15,-0.033436407628179336
past_ret_1,16,0.07810862480605342
past_ret_1,17,-0.06107539088455572
past_ret_1,18,0.07100818783243254
past_ret_1,19,0.019332210594051807
past_ret_1,20,0.04665366541639526
past_ret_1,21,-0.004068623244430783
past_ret_1,22,-0.001659653795215381
past_ret_1,23,-0.008841455924981386
past_ret_1,24,-0.0026602746862740144
past_ret_1,25,0.04752786207578672
past_ret_1,26,-0.028573548600209508
past_ret_1,27,0.02142138836552194
past_ret_1,28,-0.01599434092704634
past_ret_1,29,0.018683677856606344
past_ret_1,30,-0.015333804690644874
past_ret_1,31,0.0037626683772285707
past_ret_1,32,0.033572551943154026
past_ret_1,33,0.008671948500456907
past_ret_1,34,0.005127341515983889
past_ret_1,35,-0.0032901254374103576
past_ret_1,36,-0.04567321266054249
past_ret_1,37,-0.00017694777404999567
past_ret_1,38,-3.330611055908385e-05
past_ret_1,39,-0.00884414548183981
past_ret_1,40,-0.00705108878652357
past_ret_1,41,-0.011256068523841542
past_ret_1,42,-0.030216739673305053
past_ret_1,43,0.020007425729478574
past_ret_1,44,-0.016274706467181082
past_ret_1,45,0.01022673972434554
past_ret_1,46,0.06342434316481595
past_ret_1,47,0.0332697661973314
past_ret_1,48,-0.023213590571410016
past_ret_1,49,0.025741055273534597
past_ret_1,50,-0.0016813384323284405
past_ret_1,51,0.04988875192892439
past_ret_1,52,0.006322160608020247
past_ret_1,53,0.01124012658733118
past_ret_1,54,0.019128208748329774
past_ret_1,55,0.05205666576773297
past_ret_1,56,0.05560391275301572
past_ret_1,57,-0.024113156279719074
past_ret_1,58,0.004528376183956354
past_ret_1,59,-0.09376289366577957
past_ret_1,60,-0.002042522821245023
past_ret_1,61,0.057282482564676586
past_ret_1,62,-0.01808659997106428
past_ret_1,63,-0.025324134461591655
past_ret_1,64,-0.053641299020032056
past_ret_1,65,0.030061974299981552
past_ret_1,66,-0.010604784659047413
past_ret_1,67,0.03976466824902357
past_ret_1,68,-0.011422345989016043
past_ret_1,69,-0.01013884705376966
past_ret_1,70,0.010401098714969798
past_ret_1,71,0.06798122714287637
past_ret_1,72,-0.024486243566995282
past_ret_1,73,-0.00187707370415001
past_ret_1,74,-0.041449187493285786
past_ret_1,75,-0.005862065250347205
past_ret_1,76,0.07176242182779975
past_ret_1,77,-0.03280040222721619
past_ret_1,78,-0.017436630776033992
past_ret_1,79,-0.03315768901115439
past_ret_1,80,-0.02962161647626111
past_ret_1,81,-0.012963918902305943
past_ret_1,82,-0.03268515340338903
past_ret_1,83,0.048128206767838945
past_ret_1,84,-0.06761225096840918
past_ret_1,85,0.014477434741271904
past_ret_1,86,0.0059148519452115085
past_ret_1,87,-0.0014742751065402225
past_ret_1,88,-0.05842454570037578
past_ret_1,89,0.011263630638424072
past_ret_1,90,-0.08340269204220589
past_ret_1,91,-0.041612266207141535
past_ret_1,92,0.011686981672959035
past_ret_1,93,-0.06327129802493135
past_ret_1,94,0.004297334216309043
past_ret_1,95,0.040250408495007245
past_ret_1,96,-0.06001723767447467
past_ret_1,97,0.04981120165251496
past_ret_1,98,-0.03401440411200829
past_ret_1,99,0.05367215259328796
past_ret_1,100,-0.03737355374883171
