event,count_all,count_usable,count_sampled,future_ret_1_mean,future_ret_1_hit_up,future_abs_ret_1_mean,future_ret_2_mean,future_ret_2_hit_up,future_abs_ret_2_mean,future_ret_3_mean,future_ret_3_hit_up,future_abs_ret_3_mean,future_ret_5_mean,future_ret_5_hit_up,future_abs_ret_5_mean,future_ret_10_mean,future_ret_10_hit_up,future_abs_ret_10_mean,future_ret_20_mean,future_ret_20_hit_up,future_abs_ret_20_mean,future_ret_50_mean,future_ret_50_hit_up,future_abs_ret_50_mean,future_ret_100_mean,future_ret_100_hit_up,future_abs_ret_100_mean,future_ret_200_mean,future_ret_200_hit_up,future_abs_ret_200_mean,future_ret_500_mean,future_ret_500_hit_up,future_abs_ret_500_mean,future_ret_1000_mean,future_ret_1000_hit_up,future_abs_ret_1000_mean
tight_spread_bottom_10pct,9900,9800,200,0.005765306122448979,0.40683673469387754,1.6719897959183674,0.007857142857142858,0.4337755102040816,2.264081632653061,0.0067857142857142855,0.4489795918367347,2.6948469387755103,0.008571428571428572,0.45846938775510204,3.3920408163265305,0.013214285714285715,0.46979591836734697,4.657908163265306,0.015306122448979591,0.4738775510204082,6.441122448979592,0.0034693877551020408,0.47744897959183674,10.209591836734694,-0.09851738241308794,0.4855828220858896,14.267024539877301,-0.12587809917355372,0.5023760330578513,18.93620867768595,1.021188245315162,0.524488926746167,22.675468483816015,2.3609331084879144,0.5847105115233278,28.967116357504217
wide_spread_top_10pct,9426,9333,200,-0.013500482160077145,0.40019286403085824,1.5857709203900139,-0.022286510232508303,0.42730097503482267,2.1962927247401693,-0.016072002571520413,0.44380156434158363,2.640201435765563,-0.0023572270438229938,0.4553734061930783,3.3415836279867137,-0.009161041465766635,0.46673095467695275,4.612504018000643,-0.043822993678345655,0.46887388835315547,6.404050144648023,-0.1568627450980392,0.47294546233794066,10.202721525768778,-0.35428970256630515,0.4810479974229572,14.272361215505208,-0.5779284164859002,0.49544468546637743,19.007429501084598,0.5217269571060589,0.5180871318176727,22.773490872438124,1.4692671394799055,0.5745862884160756,29.209574468085105
high_bid_imbalance_top_10pct,9843,9746,200,0.06043505027703673,0.41278473219782474,1.6393392160886517,0.0532013133593269,0.43864149394623436,2.2410732608249537,0.05043094602914016,0.45290375538682537,2.6763287502565154,0.05679253026882824,0.4621383131541145,3.372614405910117,0.054124769136055816,0.4718859019084753,4.640416581161502,0.03806689924071414,0.4744510568438334,6.43474245844449,-0.039913810794171965,0.47609275600246254,10.228606607839113,-0.182449105490438,0.4842689697717458,14.305726917540612,-0.3414684806314259,0.4988056911413439,19.012462353307715,0.8161559888579387,0.5222841225626741,22.774801799871437,1.9261729790842284,0.5799886941775014,29.120293951384962
high_ask_imbalance_bottom_10pct,9814,9716,200,-0.07585426101276245,0.3961506792918897,1.6284479209551255,-0.07724372169617126,0.42404281597365173,2.2287463976945245,-0.07389872375463154,0.4403046521202141,2.6663235899547137,-0.06828941951420338,0.45131741457389873,3.365428159736517,-0.07312680115273776,0.4638740222313709,4.633851379168382,-0.09206463565253191,0.46860848085631945,6.431504734458625,-0.14223960477562783,0.4730341704405105,10.209242486620008,-0.28439562706270627,0.48153877887788776,14.269131600660065,-0.41859375,0.4978125,19.00734375,0.7168959587274291,0.5209587274290628,22.7426913155632,1.9331481061465186,0.5806305284645045,29.141131775912907
large_up_move,472,470,200,-0.6468085106382979,0.32978723404255317,2.0170212765957447,-0.6340425531914894,0.35319148936170214,2.4106382978723406,-0.5829787234042553,0.3553191489361702,2.831914893617021,-0.7223404255319149,0.4021276595744681,3.6861702127659575,-0.6212765957446809,0.44680851063829785,4.910638297872341,-1.0446808510638297,0.4319148936170213,6.717021276595744,-1.1851063829787234,0.425531914893617,10.014893617021277,-1.6670212765957446,0.46595744680851064,14.398936170212766,-0.7289416846652268,0.5205183585313174,18.465442764578835,-0.014380530973451327,0.5176991150442478,23.32853982300885,1.3929411764705881,0.6,28.698823529411765
large_down_move,490,480,200,1.1,0.5583333333333333,2.05,0.990625,0.5770833333333333,2.6947916666666667,1.1125,0.5895833333333333,3.0125,0.9760416666666667,0.5354166666666667,3.613541666666667,1.2666666666666666,0.5541666666666667,4.89375,1.621875,0.55,6.436458333333333,1.5739583333333333,0.53125,10.103125,1.2458333333333333,0.5125,14.4375,2.3734177215189876,0.5569620253164557,19.930379746835442,2.2283549783549783,0.5216450216450217,23.068181818181817,3.0344036697247705,0.5802752293577982,30.18577981651376
spread_tightened,639,632,200,0.16930379746835442,0.4920886075949367,2.9414556962025316,0.3045886075949367,0.5316455696202531,3.2681962025316458,0.1985759493670886,0.5221518987341772,3.4802215189873418,0.03164556962025317,0.48417721518987344,4.007911392405063,0.09651898734177215,0.4920886075949367,5.245253164556962,0.0949367088607595,0.4936708860759494,7.011075949367089,0.4311708860759494,0.48575949367088606,10.549841772151899,0.18354430379746836,0.4873417721518987,14.700949367088608,-0.5896,0.4992,20.2504,0.5074503311258278,0.5331125827814569,23.987582781456954,2.0683012259194395,0.5989492119089317,30.183887915936953
spread_widened,640,635,200,-0.046456692913385826,0.4188976377952756,1.6181102362204725,-0.17795275590551182,0.4047244094488189,2.2236220472440946,-0.24566929133858267,0.42992125984251967,2.6929133858267718,-0.33858267716535434,0.4204724409448819,3.338582677165354,-0.3417322834645669,0.45354330708661417,4.6976377952755906,-0.3291338582677165,0.45984251968503936,6.84251968503937,-0.09133858267716535,0.47244094488188976,10.250393700787402,-0.1173228346456693,0.49763779527559054,14.688976377952756,-1.070063694267516,0.4984076433121019,20.452229299363058,0.09046052631578948,0.5098684210526315,23.70888157894737,1.6293402777777777,0.5954861111111112,30.327256944444443
bid_size_increased,4223,4186,200,0.047658862876254184,0.40946010511227904,1.634854276158624,0.07656473960821787,0.4414715719063545,2.210582895365504,0.06593406593406594,0.4538939321548017,2.6641184902054467,0.04192546583850932,0.4617773530817009,3.3106784519828,0.04395604395604396,0.46846631629240326,4.613234591495461,-0.021141901576684184,0.4687052078356426,6.426540850453894,-0.05124223602484472,0.4765886287625418,10.178571428571429,-0.17671691792294808,0.4852835606604451,14.276022972002872,-0.31871980676328504,0.501207729468599,19.066787439613528,0.2094240837696335,0.5133383196210421,22.787334829219645,1.4206161137440758,0.5731964191679831,29.189968404423382
ask_size_increased,4216,4177,200,-0.09803686856595643,0.390232224084271,1.6149150107732824,-0.07936317931529806,0.4230308834091453,2.1844625329183627,-0.08367249221929615,0.4378740723006943,2.6462772324634907,-0.09444577447929135,0.44960497965046686,3.312066076131195,-0.10497965046684223,0.45774479291357434,4.605338759875509,-0.18853243954991622,0.46229351209001673,6.437036150347139,-0.21738089537945895,0.4713909504429016,10.1754847977017,-0.40299760191846523,0.4800959232613909,14.284292565947242,-0.6502785178009203,0.49673044320658755,19.089852264470817,0.04883837122158381,0.5123657257057207,22.791031726205347,1.171763775375692,0.5726337991036119,29.088979699446348
