metric,count,missing,mean,median,std,min,p01,p05,p10,p25,p75,p90,p95,p99,max,n_unique
roll_mean_10,9998,2,9992.036513810699,9998.525,37.53294191841424,9911.55,9921.0455,9935.692500000001,9944.5,9957.5,10016.8,10042.715,10056.9575,10071.85,10077.55,2689
roll_std_mid_10,9998,2,2.457513354985391,2.2882550365783256,0.9744823991082037,0.4714045172041682,0.9486832967575367,1.1785112992769555,1.3540063995600222,1.7288403297657169,2.9856136535994446,3.7614631027587477,4.332243428294545,5.3841330672707945,7.0710678118028065,9359
roll_vol_ret1_10,9997,3,2.0842223037968894,2.000694323923022,0.6151535847568811,0.4830458915397157,0.9660917830793004,1.2292725943057448,1.3727492528860656,1.6465452046971356,2.449489742783183,2.9078437983419207,3.198958163736027,3.8316221344386636,4.985813206823274,7140
dev_roll_mean_10,9998,2,0.025098511765850057,0.0,3.2410209780020827,-11.700000000000728,-7.351500000000342,-5.299999999999272,-4.149999999999636,-2.2000000000007276,2.25,4.200000000000728,5.25,7.5,12.450000000000728,392
z_roll_mean_10,9998,2,0.008354963631880081,0.0,1.1790263635739597,-2.7050968199045125,-2.219805712266673,-1.8067922409931156,-1.5529940937637952,-1.007847984756442,1.012864792780006,1.5801648231573877,1.8347608128741697,2.180845736156837,2.7160723808546594,9781
ema_10,9998,2,9992.035952008862,9998.56814997289,37.494717333566726,9912.334611339165,9921.496334698442,9935.543426788856,9944.364837505957,9957.475698707618,10016.558091025003,10042.672760789423,10056.836588124008,10071.291209087964,10077.284058667205,9998
dev_ema_10,9998,2,0.025660313603649156,0.002203032862780674,2.745222603789183,-11.154981731240696,-6.28201394495256,-4.538350871982675,-3.465532760791939,-1.8195280130903484,1.9158364031727615,3.5146223365285563,4.486257378958271,6.346337263788823,10.742860687394568,9998
roll_mean_20,9997,3,9992.012776857558,9998.5,37.45689758940395,9913.525,9921.948,9935.645,9944.565,9957.45,10016.3,10042.445,10056.88,10071.326000000001,10076.375,4287
roll_std_mid_20,9997,3,3.3462852022828904,3.048295469709285,1.2998225856134684,0.9304780971998587,1.385868330623849,1.7417096885383967,1.9700053452061994,2.408728645599564,4.0271284017460856,5.17464720208926,5.914155630465183,7.299790912850807,9.78757940139174,9526
roll_vol_ret1_20,9996,4,2.1150231468415988,2.080612258067585,0.44105923490058846,0.9880869341680975,1.2834985083951869,1.4552536403990792,1.5750939821583994,1.7910596686995448,2.3946211655115364,2.701851217221258,2.8910023757932337,3.2791205496211018,4.068088261734638,7890
