series,lag,autocorr
past_ret_1,1,-0.12398989772615142
past_ret_1,2,0.01133081722963064
past_ret_1,3,-0.005595150893289722
past_ret_1,4,-0.005540880123409777
past_ret_1,5,0.004379229424709929
past_ret_1,6,0.005523261378332157
past_ret_1,7,-0.012849032087258455
past_ret_1,8,0.0072420244820853765
past_ret_1,9,0.014957054335422802
past_ret_1,10,-0.000912014966060394
past_ret_1,11,-0.0034389619363217445
past_ret_1,12,-0.008005092964764895
past_ret_1,13,-0.009339163477123632
past_ret_1,14,0.02259738930922162
past_ret_1,15,-0.01623459936667969
past_ret_1,16,-0.0022355903148389795
past_ret_1,17,0.0055046784221135184
past_ret_1,18,-0.002517833523069535
past_ret_1,19,-0.015968258279488116
past_ret_1,20,0.0024678784075284873
past_ret_1,21,0.008081008573526637
past_ret_1,22,-0.0027814222423274467
past_ret_1,23,0.010811229584616024
past_ret_1,24,0.014727129034765188
past_ret_1,25,-0.015532024946201308
past_ret_1,26,0.0033989542498947937
past_ret_1,27,-0.007754690927326452
past_ret_1,28,0.01215636932642175
past_ret_1,29,-0.0110858957835991
past_ret_1,30,-0.008426211301313553
past_ret_1,31,0.0014876783333325893
past_ret_1,32,-0.000789777427837146
past_ret_1,33,0.014998107670444906
past_ret_1,34,-0.006068924617946785
past_ret_1,35,0.0011734156673672317
past_ret_1,36,-0.004498267462562425
past_ret_1,37,0.0008745309088616967
past_ret_1,38,-0.0056304433771278495
past_ret_1,39,-0.0144433138530654
past_ret_1,40,-0.012417151700115156
past_ret_1,41,-0.004769976194823128
past_ret_1,42,0.005368733011523922
past_ret_1,43,0.014403706589242293
past_ret_1,44,0.00022758124383558996
past_ret_1,45,-0.0028006846629964038
past_ret_1,46,0.0050422525757866845
past_ret_1,47,0.016693787901831732
past_ret_1,48,-0.015313202953423666
past_ret_1,49,0.0012346635100421264
past_ret_1,50,-0.015311605620630143
past_ret_1,51,-0.0004234400518182964
past_ret_1,52,-0.0013827775839042227
past_ret_1,53,-0.004936515187283402
past_ret_1,54,-0.018595659450483807
past_ret_1,55,0.010621432137818555
past_ret_1,56,-0.002169600762718977
past_ret_1,57,0.0031651089737168574
past_ret_1,58,0.001124464401603245
past_ret_1,59,0.007274307389686775
past_ret_1,60,0.008939312011309996
past_ret_1,61,-0.024943062872044335
past_ret_1,62,0.007052564598299222
past_ret_1,63,-0.0009665141933917636
past_ret_1,64,-0.01039410929586845
past_ret_1,65,0.004946609757480363
past_ret_1,66,-0.014125290120934574
past_ret_1,67,-0.006962261273426027
past_ret_1,68,0.00026817208030969244
past_ret_1,69,-0.0015577963082164376
past_ret_1,70,0.009923551061376098
past_ret_1,71,0.010389683910411849
past_ret_1,72,-0.0030233402458364218
past_ret_1,73,0.009816787862064153
past_ret_1,74,-0.005572640897956439
past_ret_1,75,-0.005643955646830833
past_ret_1,76,0.01801137751609923
past_ret_1,77,-0.019166626436052554
past_ret_1,78,0.007914378017857084
past_ret_1,79,0.00048138024743652716
past_ret_1,80,0.011000980368312603
past_ret_1,81,0.004288686456078558
past_ret_1,82,-0.017505751953971832
past_ret_1,83,-0.006281535447786252
past_ret_1,84,0.01951815075127588
past_ret_1,85,-0.027618162040659755
past_ret_1,86,-0.0012871572826381134
past_ret_1,87,0.0002292346169669898
past_ret_1,88,0.0025775468178315867
past_ret_1,89,0.014703215482014117
past_ret_1,90,0.0016535937420217553
past_ret_1,91,-0.009816363206457865
past_ret_1,92,-0.004527796070346599
past_ret_1,93,0.000520527904844447
past_ret_1,94,-0.0009084000147010781
past_ret_1,95,-0.01111001672215602
past_ret_1,96,0.003334870777833626
past_ret_1,97,-0.0012550456735331975
past_ret_1,98,0.0009805183036041651
past_ret_1,99,0.00036226926028091143
past_ret_1,100,-0.0019951736898809066
