metric,count,missing,mean,median,std,min,p01,p05,p10,p25,p75,p90,p95,p99,max,n_unique
mid_price,10000,0,9992.0551,9999.0,37.61301088518154,9908.5,9922.0,9936.0,9944.0,9958.0,10017.0,10043.0,10057.5,10072.0,10079.0,325
computed_mid,10000,0,9992.0551,9999.0,37.61301088518154,9908.5,9922.0,9936.0,9944.0,9958.0,10017.0,10043.0,10057.5,10072.0,10079.0,325
mid_error,10000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
best_bid,10000,0,9984.1919,9991.0,37.59104658117817,9901.0,9914.0,9928.0,9936.0,9950.0,10009.0,10035.0,10050.0,10064.0,10071.0,171
best_ask,10000,0,9999.9183,10006.0,37.64875785476595,9916.0,9930.0,9944.0,9952.0,9966.0,10025.0,10051.0,10065.0,10080.0,10087.0,171
spread,10000,0,15.7264,16.0,1.4412323737258705,7.0,8.0,15.0,16.0,16.0,16.0,16.0,16.0,17.0,17.0,6
half_spread,10000,0,7.8632,8.0,0.7206161868629353,3.5,4.0,7.5,8.0,8.0,8.0,8.0,8.0,8.5,8.5,6
bid_size_1,10000,0,12.4002,12.0,1.8564979446425054,4.0,7.990000000000009,10.0,10.0,11.0,14.0,15.0,15.0,15.0,15.0,12
ask_size_1,10000,0,12.4043,12.0,1.8525616611791487,4.0,8.0,10.0,10.0,11.0,14.0,15.0,15.0,15.0,15.0,12
bid_size_2,10000,0,24.8217,25.0,3.554036047541263,10.0,13.0,20.0,20.0,22.0,28.0,29.0,30.0,30.0,30.0,17
ask_size_2,10000,0,24.8395,25.0,3.5209060521324327,10.0,13.0,20.0,20.0,22.0,28.0,29.0,30.0,30.0,30.0,17
bid_size_3,10000,0,0.4301,0.0,3.286973442156317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,30.0,12
ask_size_3,10000,0,0.3958,0.0,3.1601488911286144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,30.0,12
bid_depth_L1,10000,0,12.4002,12.0,1.8564979446425054,4.0,7.990000000000009,10.0,10.0,11.0,14.0,15.0,15.0,15.0,15.0,12
ask_depth_L1,10000,0,12.4043,12.0,1.8525616611791487,4.0,8.0,10.0,10.0,11.0,14.0,15.0,15.0,15.0,15.0,12
bid_depth_L2,10000,0,37.2219,37.0,4.253783005394809,14.0,20.0,31.0,32.0,35.0,40.0,42.0,43.0,45.0,45.0,28
ask_depth_L2,10000,0,37.2438,37.0,4.209837744305989,14.0,20.99000000000001,31.0,32.0,35.0,40.0,42.0,43.0,45.0,45.0,28
bid_depth_L3,10000,0,37.652,38.0,3.704358004678096,30.0,30.0,32.0,33.0,35.0,40.0,43.0,44.0,45.0,54.0,25
ask_depth_L3,10000,0,37.6396,38.0,3.6979561014069375,30.0,30.0,32.0,33.0,35.0,40.0,43.0,44.0,45.0,54.0,25
imbalance_L1,10000,0,-0.0001814555798742768,0.0,0.05800946391325578,-0.5789473684210527,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.5789473684210527,71
imbalance_L2,10000,0,-0.00037706694723141517,0.0,0.05859091736627353,-0.45454545454545453,-0.29413943355119826,0.0,0.0,0.0,0.0,0.0,0.0,0.2982456140350877,0.46153846153846156,167
imbalance_L3,10000,0,0.0001567643128136127,0.0,0.01610007463421357,-0.13513513513513514,-0.07526881720430108,0.0,0.0,0.0,0.0,0.0,0.0,0.08163265306122448,0.14285714285714285,141
microprice_L1,10000,0,9992.051856494809,9999.0,37.61386124737991,9908.5,9922.0,9936.0,9944.0,9958.0,10017.0,10043.0,10057.025,10072.0,10079.0,563
micro_edge_L1,10000,0,-0.0032435051906490116,0.0,0.2331676117356409,-2.605263157895024,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,2.315789473685072,116
bid_gap_12,10000,0,2.5857,3.0,0.8165305764135361,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,7.0,8.0,4
ask_gap_12,10000,0,2.5892,3.0,0.9021777831864668,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,8.0,9.0,4
bid_gap_23,171,9829,2.4853801169590644,2.0,0.5012540173956518,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2
ask_gap_23,157,9843,2.4522292993630574,2.0,0.49930541335209966,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2
dev_global_mean,10000,0,4.1618477553129197e-13,6.944900000000416,37.61301088518154,-83.55509999999958,-70.05509999999958,-56.055099999999584,-48.055099999999584,-34.055099999999584,24.944900000000416,50.944900000000416,65.44490000000042,79.94490000000042,86.94490000000042,325
z_global_mean,10000,0,1.1095835361629725e-14,0.1846408951732314,1.0,-2.2214414117248436,-1.8625230565522026,-1.49031142896576,-1.2776190703449357,-0.9054074427584932,0.6631987020700861,1.354448867587765,1.7399537675880092,2.125458667588253,2.3115644813814744,325
