bucket,count,timestamp_min,timestamp_max,mid_start,mid_end,mid_mean,mid_std,spread_mean,ret1_std,imbalance_L1_mean,future_abs_ret_1_mean,imbalance_corr_future_ret_1,dev500_corr_future_ret_1,future_abs_ret_2_mean,imbalance_corr_future_ret_2,dev500_corr_future_ret_2,future_abs_ret_3_mean,imbalance_corr_future_ret_3,dev500_corr_future_ret_3,future_abs_ret_5_mean,imbalance_corr_future_ret_5,dev500_corr_future_ret_5,future_abs_ret_10_mean,imbalance_corr_future_ret_10,dev500_corr_future_ret_10,future_abs_ret_20_mean,imbalance_corr_future_ret_20,dev500_corr_future_ret_20,future_abs_ret_50_mean,imbalance_corr_future_ret_50,dev500_corr_future_ret_50,future_abs_ret_100_mean,imbalance_corr_future_ret_100,dev500_corr_future_ret_100,future_abs_ret_200_mean,imbalance_corr_future_ret_200,dev500_corr_future_ret_200,future_abs_ret_500_mean,imbalance_corr_future_ret_500,dev500_corr_future_ret_500,future_abs_ret_1000_mean,imbalance_corr_future_ret_1000,dev500_corr_future_ret_1000
0,500,0,49900,9958.0,9982.0,9953.412,9.61098319611433,15.704,2.1328119772937044,0.0009055169894044574,1.646,0.282755307290226,-0.05091598660978415,2.216,0.1841865942165336,-0.05924459623299129,2.726,0.14864203403602474,-0.06576932741969774,3.438,0.08865417650487355,-0.08122832749304364,4.628,0.10841420642660261,-0.12090484293336863,6.769,0.06314113354367107,-0.21108448775566674,10.809,0.06548333035726313,-0.44464440850970405,11.236,0.026590114353134617,-0.6064158822198985,12.039,0.012579140913151205,-0.6696992982384415,17.049,0.025665168155551858,-0.6222878753527719,10.724,-0.0008800134419100641,-0.7686180588483194
1,500,50000,99900,9980.0,9943.0,9963.503,13.422287681808436,15.594,2.2414200694773196,-0.0025238301908378632,1.686,0.3559502767955735,-0.06697654233935244,2.326,0.33249925124471036,-0.08731209808848185,2.766,0.28704600316857914,-0.10554727199220662,3.448,0.21647426519720203,-0.138887720677711,4.744,0.18431190285116214,-0.17871569675492574,7.455,0.15595715281342046,-0.2523585569179954,12.636,0.125130374897986,-0.4356912967138963,16.447,0.13167583246250686,-0.6222616364383439,18.532,0.059039652501816274,-0.7201042287831212,13.651,0.08653468173822342,-0.9244437134796837,28.257,0.028805819841904275,-0.4905304760016634
2,500,100000,149900,9945.0,9968.5,9954.858,6.474540551321105,15.584,2.261222070142825,0.0006992332415942593,1.754,0.2792387250497302,-0.12648353763421613,2.362,0.24185546136546,-0.16592092389311405,2.82,0.20860595493933,-0.20118654811141853,3.504,0.15577692690313333,-0.2515496663915418,4.93,0.17254080570207456,-0.35227052694623223,6.305,0.09201688346822003,-0.46715689203232835,7.834,0.08427868428154497,-0.5825090204070418,5.63,0.07435052029656532,-0.4747589245320257,6.559,0.11985996206030036,-0.3594454663912446,34.234,0.07612875898091855,0.45232332053624075,50.024,0.10348517970089424,-0.20174445656130438
3,500,150000,199900,9965.0,10016.0,9988.686,25.989446062069625,15.8,2.160743535279118,-0.0009656596734803761,1.712,0.2917203958690508,-0.04322921515890302,2.28,0.29497305135221236,-0.0564752727904212,2.786,0.24717103408572166,-0.06778901874690668,3.6,0.20083541111890751,-0.09017525973950659,4.956,0.12482157331460157,-0.13401915459919908,6.813,0.06362360419896428,-0.19142462918138034,11.849,0.08173291083987176,-0.31567240702832156,16.786,0.04392606683429542,-0.492876536613371,27.559,0.03744275548618967,-0.7287930234825849,24.806,0.034242823937110214,-0.9003137434787389,35.827,0.007794919745193873,-0.8522968068457474
4,500,200000,249900,10014.0,10003.0,10004.882,11.58133544377861,15.852,2.1081300777821323,0.0007993776777058512,1.642,0.2865687347269677,-0.07635785833241444,2.312,0.1904820048036219,-0.10336203831319969,2.774,0.17989770827534263,-0.1215711709074796,3.522,0.10189992282762458,-0.15658070992809137,5.208,0.0625609912562341,-0.23172135718427436,7.469,0.04163781863227389,-0.3746481012641152,12.209,0.05601906162366028,-0.6208301685075733,15.861,0.007876671543761614,-0.7272105225142592,20.346,-0.04799408985786711,-0.8128726700984688,31.275,-0.040155245417993896,-0.5728089479938954,57.392,0.013678978612575426,-0.6107023934747059
5,500,250000,299900,10003.0,9957.0,9975.547,16.256378153245656,15.654,2.1872595201340044,-0.004643501278189661,1.738,0.3148724558873323,-0.0968778710591841,2.308,0.27464323569947197,-0.12694069492633084,2.84,0.21650913894410795,-0.15093401408489,3.431,0.14297441597282534,-0.17592621058632663,4.779,0.08664390832658514,-0.23475007347331692,7.068,0.11972113433431665,-0.3513808225804923,11.501,0.047431842984955966,-0.5838658598290157,12.018,0.01650069637765077,-0.4513812556361868,19.706,0.1163663388870303,-0.5430319354095409,31.091,0.042606937510873924,-0.8728995901164375,21.514,0.0037781271915186903,-0.6820243746092534
6,500,300000,349900,9960.0,9966.0,9947.49,10.335305369177455,15.72,2.104646067665602,-0.0031609866913272487,1.646,0.26668351148352726,-0.022705712200078786,2.178,0.18419744536345425,-0.018368911220686023,2.708,0.12858662696678383,-0.023204359086054366,3.553,0.13465899748948743,-0.03877859533621644,5.247,0.07339220519432416,-0.0748439013396492,7.27,0.0617240642134177,-0.10662464844682823,10.995,0.057012837325685455,-0.22027320709043532,11.969,-0.025102405827667856,-0.19945092751744672,11.806,0.015228161171929763,-0.18381650973015393,15.639,0.0036249856542270946,-0.8452166006472671,19.68,-0.009595631830209969,-0.7267436747967867
7,500,350000,399900,9967.0,9941.0,9954.239,10.516157003213317,15.734,2.108171904175537,0.001009440267335004,1.604,0.2369384308484637,-0.0778166441222879,2.252,0.15387070156333774,-0.10203583236214413,2.644,0.11419038288763267,-0.11777741653022722,3.334,0.06513524330279191,-0.14632157016956385,4.684,0.0830717225555443,-0.1869855961815202,5.657,0.018157796941217514,-0.18053275113531894,9.038,-0.015387437553137356,-0.2155543012879161,12.821,-0.054532760859826994,-0.30038974682504815,11.281,0.023553737175905858,-0.5207418873649944,16.789,0.020573392433557217,-0.2459949313790623,26.069,-0.012216512324951889,-0.8963162837692946
8,500,400000,449900,9941.0,9940.0,9937.694,13.355564616010243,15.644,2.2275367201640828,-0.002314640656900719,1.678,0.3305252073417182,-0.07942281673799825,2.332,0.2502752870815037,-0.10330659271128519,2.764,0.23579590106696774,-0.12457409185330616,3.376,0.16595503970566874,-0.14915235038395605,4.176,0.08443683347262183,-0.17711408798004039,5.704,-0.00613501285807243,-0.25335847282359686,10.251,-0.01622256458155607,-0.5142198764827315,15.285,-0.06214343714215074,-0.755426363768183,16.255,-0.0010350269026865048,-0.8668003787288028,25.976,0.058514814595920325,-0.5911424085371391,73.132,0.07167712367199673,-0.726339584235877
9,500,450000,499900,9940.0,9998.0,9947.712,20.376246928169955,15.708,1.986816266733165,-0.0003733062603031646,1.522,0.3427047141234986,0.01209941359311654,2.088,0.2711999202766717,0.024493007153833336,2.536,0.24302196828553954,0.029638710086090023,3.244,0.17073406070143943,0.03319181724962005,4.836,0.09905880721688695,0.04039772382625198,6.863,0.007311788213499514,0.050449616897781636,10.647,0.033355099945840946,0.16619422645240256,18.123,0.013093378148371988,0.050076637220113185,30.881,-0.013946351702612525,0.08120536266944729,63.114,-0.018488119214309102,-0.8451533108532607,60.803,-0.008292221511996864,-0.9200673986734089
