mark,symbol,h,n,mean_ret,t_stat,win_rate,avg_qty
Mark 01,VELVETFRUIT_EXTRACT,1,504,0.2222222222222222,4.542883153148812,0.4662698412698413,5.5396825396825395
Mark 01,VELVETFRUIT_EXTRACT,2,504,0.1736111111111111,2.662908490845012,0.4623015873015873,5.5396825396825395
Mark 01,VELVETFRUIT_EXTRACT,5,504,0.15079365079365079,1.5602271419153675,0.49007936507936506,5.5396825396825395
Mark 01,VELVETFRUIT_EXTRACT,10,504,0.2728174603174603,2.0009433481132106,0.49206349206349204,5.5396825396825395
Mark 01,VELVETFRUIT_EXTRACT,50,504,0.11210317460317461,0.3710572944222068,0.48214285714285715,5.5396825396825395
Mark 01,VELVETFRUIT_EXTRACT,100,504,-0.24305555555555555,-0.5844333509435806,0.49007936507936506,5.5396825396825395
Mark 01,VEV_5200,1,11,0.0,0.0,0.18181818181818182,3.090909090909091
Mark 01,VEV_5200,2,11,0.09090909090909091,0.4540766091864999,0.36363636363636365,3.090909090909091
Mark 01,VEV_5200,5,11,-0.18181818181818182,-0.53644178078582,0.2727272727272727,3.090909090909091
Mark 01,VEV_5200,10,11,0.9545454545454546,1.5883586796421354,0.6363636363636364,3.090909090909091
Mark 01,VEV_5200,50,11,2.727272727272727,1.702787284449374,0.7272727272727273,3.090909090909091
Mark 01,VEV_5200,100,11,2.772727272727273,1.6188859319906685,0.7272727272727273,3.090909090909091
Mark 01,VEV_5300,1,132,-0.11742424242424243,-3.26036691195549,0.10606060606060606,3.3257575757575757
Mark 01,VEV_5300,2,132,-0.16666666666666666,-3.563149623898882,0.15151515151515152,3.3257575757575757
Mark 01,VEV_5300,5,132,-0.14772727272727273,-2.2914560462557185,0.25,3.3257575757575757
Mark 01,VEV_5300,10,132,-0.14772727272727273,-1.4971034700335517,0.32575757575757575,3.3257575757575757
Mark 01,VEV_5300,50,132,0.030303030303030304,0.13849219417617226,0.4621212121212121,3.3257575757575757
Mark 01,VEV_5300,100,132,0.07954545454545454,0.2782787208153046,0.49242424242424243,3.3257575757575757
Mark 01,VEV_5400,1,263,-0.030418250950570342,-2.0785898932555793,0.07604562737642585,3.463878326996198
Mark 01,VEV_5400,2,263,-0.026615969581749048,-1.3751364104324697,0.1444866920152091,3.463878326996198
Mark 01,VEV_5400,5,263,-0.013307984790874524,-0.5689189907814671,0.17110266159695817,3.463878326996198
Mark 01,VEV_5400,10,263,-0.005703422053231939,-0.17434448302858305,0.22813688212927757,3.463878326996198
Mark 01,VEV_5400,50,263,0.12927756653992395,1.795783549549848,0.4296577946768061,3.463878326996198
Mark 01,VEV_5400,100,263,0.02091254752851711,0.2313285352817077,0.41825095057034223,3.463878326996198
