feature,horizon,n,corr,abs_corr,slope_ticks_per_feature_unit,feature_mean,feature_std,future_ret_mean,future_abs_ret_mean,bottom_10pct_feature_cutoff,bottom_10pct_future_ret_mean,bottom_10pct_hit_up,top_10pct_feature_cutoff,top_10pct_future_ret_mean,top_10pct_hit_up,top_minus_bottom_future_ret
book_wap_edge_L3,1,999,0.39601321658537325,0.39601321658537325,1.2313604713752628,0.04078369948018206,0.7319461312660093,-0.05105105105105105,1.7587587587587588,-0.35294117647026724,-1.1367924528301887,0.27358490566037735,0.35365853658549895,1.205607476635514,0.6074766355140186,2.342399929465703
imbalance_L2,1,999,0.3947096056517867,0.3947096056517867,14.140328175887387,0.003840319804978467,0.06352912208736393,-0.05105105105105105,1.7587587587587588,0.0,-0.16392600205549845,0.37821171634121276,0.0,0.023857868020304568,0.4,0.18778387007580302
imbalance_L3,1,999,-0.3803157228141049,0.3803157228141049,-48.590507199003895,-0.0009734164504227376,0.017813427683669676,-0.05105105105105105,1.7587587587587588,0.0,0.023857868020304568,0.4,0.0,-0.16392600205549845,0.37821171634121276,-0.18778387007580302
micro_edge_L1,1,999,0.3745286727462332,0.3745286727462332,3.1272870120392167,0.013415490463023537,0.27256618626572426,-0.05105105105105105,1.7587587587587588,0.0,-0.15862422997946612,0.3788501026694045,0.0,0.02129817444219067,0.3995943204868154,0.1799224044216568
imbalance_L1,1,999,0.3743555132197154,0.3743555132197154,12.330863297199661,0.0040723750584506484,0.06909480533465528,-0.05105105105105105,1.7587587587587588,0.0,-0.15862422997946612,0.3788501026694045,0.0,0.02129817444219067,0.3995943204868154,0.1799224044216568
book_wap_edge_L2,1,999,0.35541188135308505,0.35541188135308505,1.6683423435793518,0.021527024353095517,0.4848433203202486,-0.05105105105105105,1.7587587587587588,-0.35294117647026724,-1.1367924528301887,0.27358490566037735,0.35365853658549895,1.205607476635514,0.6074766355140186,2.342399929465703
ask_gap_12,1,999,0.2978525978108479,0.2978525978108479,0.6300289547190473,2.635635635635636,1.0759585237643194,-0.05105105105105105,1.7587587587587588,2.0,-0.31126482213438733,0.3438735177865613,3.0,0.21602434077079108,0.4462474645030426,0.5272891629051784
ask_size_3,1,999,0.29486716930554924,0.29486716930554924,0.16542947020202564,0.6556556556556556,4.056656069038943,-0.05105105105105105,1.7587587587587588,0.0,-0.16392600205549845,0.37821171634121276,0.0,-0.05105105105105105,0.3943943943943944,0.1128749510044474
bid_size_3,1,999,-0.2767182227687856,0.2767182227687856,-0.21861633584328358,0.34034034034034033,2.880778028307812,-0.05105105105105105,1.7587587587587588,0.0,0.023857868020304568,0.4,0.0,-0.05105105105105105,0.3943943943943944,-0.07490891907135562
bid_gap_12,1,999,-0.25572473737877877,0.25572473737877877,-0.7539946939421382,2.5715715715715715,0.7718965482466046,-0.05105105105105105,1.7587587587587588,2.0,0.18228105906313646,0.42769857433808556,3.0,-0.2765748031496063,0.36220472440944884,-0.45885586221274277
ask_depth_L2,1,999,-0.2246524393021284,0.2246524393021284,-0.11395090071943763,37.029029029029026,4.486916870654781,-0.05105105105105105,1.7587587587587588,32.0,0.8547008547008547,0.5299145299145299,42.0,-0.44656488549618323,0.3511450381679389,-1.3012657401970378
ask_size_2,1,999,-0.18855708138647992,0.18855708138647992,-0.11803287756548675,24.693693693693692,3.6357540738671466,-0.05105105105105105,1.7587587587587588,20.0,0.985981308411215,0.5514018691588785,29.0,-0.22598870056497175,0.4067796610169492,-1.2119700089761867
