condition,count,pct,future_ret_1_mean,future_ret_1_hit_up,future_abs_ret_1_mean,future_ret_2_mean,future_ret_2_hit_up,future_abs_ret_2_mean,future_ret_3_mean,future_ret_3_hit_up,future_abs_ret_3_mean,future_ret_5_mean,future_ret_5_hit_up,future_abs_ret_5_mean,future_ret_10_mean,future_ret_10_hit_up,future_abs_ret_10_mean,future_ret_20_mean,future_ret_20_hit_up,future_abs_ret_20_mean,future_ret_50_mean,future_ret_50_hit_up,future_abs_ret_50_mean,future_ret_100_mean,future_ret_100_hit_up,future_abs_ret_100_mean,future_ret_200_mean,future_ret_200_hit_up,future_abs_ret_200_mean,future_ret_500_mean,future_ret_500_hit_up,future_abs_ret_500_mean,future_ret_1000_mean,future_ret_1000_hit_up,future_abs_ret_1000_mean
mid_changed,827,0.827,-0.044794188861985475,0.3946731234866828,1.7445520581113803,-0.06121212121212121,0.43393939393939396,2.333939393939394,-0.16990291262135923,0.4405339805825243,2.8968446601941746,-0.370752427184466,0.42718446601941745,3.6389563106796117,-0.7496947496947497,0.4236874236874237,5.266178266178266,-1.6759259259259258,0.3950617283950617,7.648765432098766,-4.5681528662420385,0.3796178343949045,12.959235668789809,-9.78485254691689,0.27211796246648795,19.32774798927614,-19.875379939209726,0.18085106382978725,27.861702127659573,-47.06235294117647,0.007058823529411765,47.12352941176471,,,
bid_changed,807,0.807,-0.07630272952853598,0.39081885856079407,1.7301488833746899,-0.07639751552795031,0.43105590062111804,2.3385093167701863,-0.17972636815920398,0.43905472636815923,2.9011194029850746,-0.3706467661691542,0.42661691542288555,3.5945273631840795,-0.737171464330413,0.425531914893617,5.215269086357948,-1.6799242424242424,0.3977272727272727,7.659722222222222,-4.565755208333333,0.3828125,12.908203125,-9.861149110807114,0.2708618331053352,19.33310533515732,-19.786490683229815,0.17857142857142858,27.676242236024844,-46.87379807692308,0.007211538461538462,46.93629807692308,,,
ask_changed,804,0.804,-0.024283935242839352,0.39352428393524286,1.7490660024906601,0.003117206982543641,0.4401496259351621,2.3335411471321694,-0.10861423220973783,0.44818976279650435,2.892634207240949,-0.3302122347066167,0.42946317103620474,3.6298377028714106,-0.6932245922208281,0.42659974905897113,5.246549560853199,-1.6660329531051965,0.3979721166032953,7.608998732572877,-4.530718954248366,0.3803921568627451,12.895424836601308,-9.895061728395062,0.26886145404663925,19.343621399176953,-20.42834890965732,0.17289719626168223,27.91277258566978,-47.12048192771084,0.007228915662650603,47.18313253012048,,,
spread_changed,152,0.152,0.2138157894736842,0.47368421052631576,2.3848684210526314,0.09210526315789473,0.4407894736842105,2.598684210526316,-0.25,0.40131578947368424,3.0789473684210527,-0.3815789473684211,0.46710526315789475,3.763157894736842,-0.9666666666666667,0.41333333333333333,5.293333333333333,-1.2862068965517242,0.38620689655172413,7.844827586206897,-3.3550724637681157,0.45652173913043476,14.26086956521739,-5.271653543307087,0.41732283464566927,18.799212598425196,-12.779816513761467,0.24770642201834864,25.53211009174312,-46.634328358208954,0.0,46.634328358208954,,,
size_changed_no_price_change,144,0.144,-0.2881944444444444,0.3541666666666667,1.8229166666666667,-0.5034722222222222,0.3888888888888889,2.5243055555555554,-0.17708333333333334,0.4305555555555556,2.9479166666666665,0.0035211267605633804,0.4788732394366197,3.7359154929577465,0.01056338028169014,0.45774647887323944,5.080985915492958,-0.2375886524822695,0.44680851063829785,7.528368794326241,-2.2445255474452557,0.45255474452554745,13.222627737226277,-9.775590551181102,0.28346456692913385,21.618110236220474,-19.926724137931036,0.16379310344827586,27.038793103448278,-45.68333333333333,0.0,45.68333333333333,,,
bid_up,385,0.385,-0.12109375,0.4036458333333333,1.8111979166666667,-0.11357702349869452,0.43342036553524804,2.2859007832898173,-0.13350785340314136,0.44502617801047123,2.9214659685863875,-0.39790575916230364,0.4397905759162304,3.5026178010471205,-0.6411609498680739,0.43799472295514513,5.366754617414248,-1.5826666666666667,0.424,7.558666666666666,-3.8232044198895028,0.40607734806629836,13.091160220994475,-9.479351032448378,0.2743362831858407,19.60914454277286,-18.859016393442623,0.18360655737704917,26.60655737704918,-48.954081632653065,0.00510204081632653,49.005102040816325,,,
bid_down,422,0.422,-0.035545023696682464,0.3791469194312796,1.6563981042654028,-0.04265402843601896,0.42890995260663506,2.3862559241706163,-0.22156398104265404,0.43364928909952605,2.882701421800948,-0.3459715639810427,0.4146919431279621,3.677725118483412,-0.8238095238095238,0.4142857142857143,5.078571428571428,-1.7673860911270982,0.37410071942446044,7.750599520383693,-5.227832512315271,0.3620689655172414,12.745073891625616,-10.191326530612244,0.26785714285714285,19.09438775510204,-20.62094395280236,0.17404129793510326,28.63864306784661,-45.02045454545455,0.00909090909090909,45.09318181818182,,,
ask_up,376,0.376,-0.17466666666666666,0.38666666666666666,1.692,-0.11497326203208556,0.42513368983957217,2.179144385026738,-0.12466487935656836,0.44235924932975873,2.816353887399464,-0.44638069705093836,0.4262734584450402,3.5107238605898123,-0.7040540540540541,0.4297297297297297,5.355405405405405,-1.6489071038251366,0.4180327868852459,7.39207650273224,-4.131728045325779,0.3909348441926346,13.08356940509915,-10.098187311178247,0.2628398791540785,19.935045317220546,-20.058724832214764,0.174496644295302,27.11241610738255,-49.81413612565445,0.005235602094240838,49.86649214659686,,,
ask_down,428,0.428,0.10747663551401869,0.39953271028037385,1.7990654205607477,0.10630841121495327,0.4532710280373832,2.4684579439252334,-0.09462616822429906,0.4532710280373832,2.9591121495327104,-0.22897196261682243,0.4322429906542056,3.7336448598130842,-0.6838407494145199,0.4238875878220141,5.152224824355972,-1.6808510638297873,0.3806146572104019,7.796690307328605,-4.872572815533981,0.3713592233009709,12.734223300970873,-9.726130653266331,0.27386934673366836,18.85175879396985,-20.748546511627907,0.17151162790697674,28.60610465116279,-44.823660714285715,0.008928571428571428,44.895089285714285,,,
spread_tightened,78,0.078,0.3782051282051282,0.5128205128205128,3.198717948717949,0.391025641025641,0.5384615384615384,3.2115384615384617,0.057692307692307696,0.46153846153846156,3.467948717948718,0.019230769230769232,0.5256410256410257,3.8653846153846154,-0.7597402597402597,0.44155844155844154,5.512987012987013,-0.8133333333333334,0.41333333333333333,8.146666666666667,-2.7816901408450705,0.4788732394366197,14.119718309859154,-4.976923076923077,0.4153846153846154,18.96153846153846,-12.508928571428571,0.26785714285714285,25.151785714285715,-46.470588235294116,0.0,46.470588235294116,,,
