series,lag,autocorr
past_ret_1,1,-0.13785961376080796
past_ret_1,2,-0.008530469700963739
past_ret_1,3,0.002543746200130243
past_ret_1,4,-0.002092875051392964
past_ret_1,5,-0.003848886422950106
past_ret_1,6,-0.007465704799236517
past_ret_1,7,-0.005063674753960394
past_ret_1,8,0.0029889881757421276
past_ret_1,9,-0.011142639452219898
past_ret_1,10,-0.005576175706250678
past_ret_1,11,-0.00838685486182457
past_ret_1,12,0.006399716308544162
past_ret_1,13,0.004262118361237195
past_ret_1,14,-0.008669854108326111
past_ret_1,15,-0.011663475039851367
past_ret_1,16,0.007287366876078202
past_ret_1,17,-0.009852575960029706
past_ret_1,18,-0.008762440150729122
past_ret_1,19,0.0037805665256744666
past_ret_1,20,0.012541669404866179
past_ret_1,21,0.003938361150104442
past_ret_1,22,0.0062300582481444496
past_ret_1,23,-0.008499240214802473
past_ret_1,24,0.004695880054594696
past_ret_1,25,0.007770857225364766
past_ret_1,26,-0.0012334742364057065
past_ret_1,27,0.00043676041403660287
past_ret_1,28,-0.004460267096823757
past_ret_1,29,0.013063296165936189
past_ret_1,30,-0.010106309433997606
past_ret_1,31,0.006311921919666398
past_ret_1,32,0.0008182101761468468
past_ret_1,33,0.018987430629423516
past_ret_1,34,-0.018626412914720992
past_ret_1,35,0.0061197115207913665
past_ret_1,36,-0.0005031433428704365
past_ret_1,37,-0.0024836799093159215
past_ret_1,38,-0.01163572511146869
past_ret_1,39,0.006694497179435161
past_ret_1,40,0.0002646249548397228
past_ret_1,41,0.0053622512489853325
past_ret_1,42,-0.02095041497360133
past_ret_1,43,-9.090716841484468e-05
past_ret_1,44,-0.011892793425790376
past_ret_1,45,0.021940337779925177
past_ret_1,46,-0.00882805953800973
past_ret_1,47,-0.006641209380894994
past_ret_1,48,0.007218820382981815
past_ret_1,49,0.01647198279810456
past_ret_1,50,-0.003967944106326323
past_ret_1,51,0.014541781566641432
past_ret_1,52,-0.005402119410863151
past_ret_1,53,0.02205270805994026
past_ret_1,54,-0.010410720183225945
past_ret_1,55,-0.0221863018851502
past_ret_1,56,0.0064110686055378835
past_ret_1,57,-0.007078537239532899
past_ret_1,58,-0.001488095640912664
past_ret_1,59,-0.005624478201883504
past_ret_1,60,0.008639448726485144
past_ret_1,61,0.0037062857351576003
past_ret_1,62,0.013886825482574623
past_ret_1,63,0.007283570748733396
past_ret_1,64,-0.003406425727642362
past_ret_1,65,0.003455580051519316
past_ret_1,66,0.0035452030586036035
past_ret_1,67,-0.00969527641124707
past_ret_1,68,-0.002978796496452217
past_ret_1,69,-0.006748237395578058
past_ret_1,70,0.009165115935685295
past_ret_1,71,-0.0019104665938545766
past_ret_1,72,-0.016241054650722182
past_ret_1,73,0.003051721201050296
past_ret_1,74,0.016006613042154436
past_ret_1,75,0.0006299676581036416
past_ret_1,76,0.01610798579488694
past_ret_1,77,0.0045442707192737165
past_ret_1,78,-0.008087441257270683
past_ret_1,79,-0.0007002341173024866
past_ret_1,80,-0.023930445922425037
past_ret_1,81,0.008562324335645004
past_ret_1,82,-0.01405830347523864
past_ret_1,83,0.007678424026186846
past_ret_1,84,-0.005917732657155003
past_ret_1,85,-0.009065947467043886
past_ret_1,86,-0.00041134048305312663
past_ret_1,87,-0.019920865086499446
past_ret_1,88,0.0004945135870667536
past_ret_1,89,0.0030170490199759605
past_ret_1,90,-0.0032916434965858626
past_ret_1,91,-0.006446659926394362
past_ret_1,92,0.009885393227685463
past_ret_1,93,-0.005299541284423982
past_ret_1,94,0.01369105083627214
past_ret_1,95,-0.01104212399341051
past_ret_1,96,-0.007207830913177311
past_ret_1,97,-0.004241912589771497
past_ret_1,98,-0.003451837019897407
past_ret_1,99,-3.719254336957001e-05
past_ret_1,100,-0.001655155659880424
