metric,count,missing,mean,median,std,min,p01,p05,p10,p25,p75,p90,p95,p99,max,n_unique
mid_price,10000,0,9990.9621,9991.0,25.328357944438803,9928.0,9940.495,9950.0,9956.0,9972.0,10009.0,10025.0,10034.0,10046.0,10071.0,258
computed_mid,10000,0,9990.9621,9991.0,25.328357944438803,9928.0,9940.495,9950.0,9956.0,9972.0,10009.0,10025.0,10034.0,10046.0,10071.0,258
mid_error,10000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
best_bid,10000,0,9983.1116,9983.0,25.32482734646009,9920.0,9933.0,9942.0,9949.0,9964.0,10001.0,10017.0,10026.0,10039.0,10063.0,141
best_ask,10000,0,9998.8126,9999.0,25.354454560818454,9936.0,9948.0,9958.0,9964.0,9980.0,10016.25,10032.1,10042.0,10054.0,10079.0,141
spread,10000,0,15.701,16.0,1.512490582706642,7.0,7.0,15.0,16.0,16.0,16.0,16.0,16.0,16.01000000000022,17.0,6
half_spread,10000,0,7.8505,8.0,0.756245291353321,3.5,3.5,7.5,8.0,8.0,8.0,8.0,8.0,8.00500000000011,8.5,6
bid_size_1,10000,0,12.3737,12.0,1.8304598789202768,4.0,8.0,10.0,10.0,11.0,14.0,15.0,15.0,15.0,15.0,12
ask_size_1,10000,0,12.3569,12.0,1.8543101781049636,4.0,7.0,10.0,10.0,11.0,14.0,15.0,15.0,15.0,15.0,12
bid_size_2,10000,0,24.8058,25.0,3.5124521480027595,10.0,13.0,20.0,20.0,22.0,28.0,29.0,30.0,30.0,30.0,17
ask_size_2,10000,0,24.767,25.0,3.570068001950923,10.0,12.0,20.0,20.0,22.0,28.0,29.0,30.0,30.0,30.0,17
bid_size_3,10000,0,0.4065,0.0,3.191469300750011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,30.0,12
ask_size_3,10000,0,0.483,0.0,3.4800750124399933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,30.0,12
bid_depth_L1,10000,0,12.3737,12.0,1.8304598789202768,4.0,8.0,10.0,10.0,11.0,14.0,15.0,15.0,15.0,15.0,12
ask_depth_L1,10000,0,12.3569,12.0,1.8543101781049636,4.0,7.0,10.0,10.0,11.0,14.0,15.0,15.0,15.0,15.0,12
bid_depth_L2,10000,0,37.1795,37.0,4.204217798203309,14.0,20.0,31.0,32.0,35.0,40.0,42.0,43.0,45.0,45.0,28
ask_depth_L2,10000,0,37.1239,37.0,4.306460652361175,14.0,20.0,31.0,32.0,35.0,40.0,42.0,43.0,45.0,45.0,28
bid_depth_L3,10000,0,37.586,38.0,3.6733300063203593,30.0,30.0,32.0,33.0,35.0,40.0,42.0,44.0,45.0,55.0,26
ask_depth_L3,10000,0,37.6069,38.0,3.6950693828092565,30.0,30.0,32.0,33.0,35.0,40.0,42.0,44.0,45.0,54.0,25
imbalance_L1,10000,0,0.0008618433289687833,0.0,0.05855550449155503,-0.5789473684210527,-0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.2631578947368421,0.5789473684210527,69
imbalance_L2,10000,0,0.000956105167971828,0.0,0.060671498442705266,-0.48148148148148145,-0.29232579185520363,0.0,0.0,0.0,0.0,0.0,0.0,0.31148565573770515,0.46153846153846156,185
imbalance_L3,10000,0,-0.0002551507148877303,0.0,0.01693461454412699,-0.14285714285714285,-0.08860759493670886,0.0,0.0,0.0,0.0,0.0,0.0,0.08108108108108109,0.14285714285714285,151
microprice_L1,10000,0,9990.96303240971,9991.0,25.32478637023318,9928.0,9940.495,9950.0,9956.0,9972.0,10009.0,10025.0,10034.0,10046.001304347827,10071.0,542
micro_edge_L1,10000,0,0.0009324097111601077,0.0,0.2309930210718369,-2.5,-0.8999999999996362,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.2222222222226264,124
bid_gap_12,10000,0,2.5778,3.0,0.8111799808280094,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,7.0,8.0,4
ask_gap_12,10000,0,2.6161,3.0,0.9706776043059561,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,9.0,9.0,4
bid_gap_23,162,9838,2.4382716049382718,2.0,0.4977135051673599,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2
ask_gap_23,192,9808,2.4375,2.0,0.49737530995504753,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2
dev_global_mean,10000,0,-6.461050361394882e-13,0.037899999999353895,25.3283579444388,-62.962100000000646,-50.46710000000064,-40.962100000000646,-34.962100000000646,-18.962100000000646,18.037899999999354,34.037899999999354,43.037899999999354,55.037899999999354,80.03789999999935,258
z_global_mean,10000,0,-2.546585164964199e-14,0.001496346509414179,0.9999999999999999,-2.4858342628494343,-1.9925136919932624,-1.617242621486027,-1.3803539920232795,-0.7486509801226195,0.7121622348976566,1.3438652467983165,1.6991981909924379,2.172975449917933,3.160011406012714,258
