metric,count,missing,mean,median,std,min,p01,p05,p10,p25,p75,p90,p95,p99,max,n_unique
roll_mean_10,9998,2,9990.978857239703,9991.2,25.19884076094898,9931.35,9941.048499999999,9949.45,9956.77,9972.4,10008.2,10024.35,10034.05,10046.0515,10066.15,2102
roll_std_mid_10,9998,2,2.4444629133072837,2.2632326911023197,0.9855420861985923,0.5163977764479981,0.8832536847949011,1.195294524813531,1.3703203175047252,1.7519830034656452,2.953340857584407,3.7377569219221107,4.332051091771175,5.6422586386598566,7.704435951576147,9265
roll_vol_ret1_10,9997,3,2.138628581639672,2.0655911179772906,0.6109541467352156,0.5676462121975381,0.9718253158075462,1.251665557034579,1.4298407059684746,1.7126976771553502,2.4832774042918873,2.951459149490488,3.2812599206199238,3.887315554122241,5.223079125913712,6276
dev_roll_mean_10,9998,2,-0.018565181290228498,0.0,3.206844895732799,-12.350000000000364,-7.651499999999669,-5.299999999999272,-4.100000000000364,-2.149999999999636,2.149999999999636,4.049999999999272,5.149999999999636,7.350000000000364,13.350000000000364,403
z_roll_mean_10,9998,2,-0.0021082652202735527,0.0,1.165192059053557,-2.6862476307208256,-2.2326825429520127,-1.805651505898707,-1.5508856901442225,-0.9791300509420077,0.977192138482057,1.5481768552374606,1.8162612428045333,2.2127870208994977,2.6414968422887983,9793
ema_10,9998,2,9990.977651205605,9991.156512436006,25.14738430780927,9931.39444295987,9941.236054032619,9949.483703327955,9956.64712269065,9972.433295410443,10008.331336230236,10024.242652655943,10034.103087766154,10046.155810035614,10065.49282790818,9998
dev_ema_10,9998,2,-0.017359147191392768,-0.011011270757080638,2.697029402352548,-10.63959554705798,-6.480398218372065,-4.430746480643757,-3.4259588658032953,-1.8339094087864396,1.7756223284632142,3.405988342721867,4.347871593704895,6.140490529937471,10.958071683193339,9998
roll_mean_20,9997,3,9990.99564495794,9991.1,25.085949352217636,9933.925,9941.824,9949.345000000001,9956.68,9972.65,10008.3,10023.985,10034.26,10045.926,10062.975,3667
roll_std_mid_20,9997,3,3.2730754986732755,2.988024343081649,1.2777823069999286,0.9665456667880837,1.4073115650231685,1.7013926183018369,1.9303667500935917,2.3411367013349715,3.940010686536667,5.03379369325278,5.850191146002464,7.204114292976245,9.13390877303213,9499
roll_vol_ret1_20,9996,4,2.166569745346747,2.125038699338017,0.4321681474691672,1.0208355710680899,1.2936586034982613,1.5301788227987332,1.6543403837370267,1.864488077053247,2.425196682202997,2.7462893626050935,2.933781192123628,3.341012867259964,4.024922359499627,7594
dev_roll_mean_20,9997,3,-0.03655723162355554,0.0,4.558255627049206,-16.149999999999636,-10.750999999999985,-7.5,-5.850000000000364,-3.149999999999636,3.024999999999636,5.700000000000728,7.450000000000728,10.750999999999962,15.924999999999272,975
z_roll_mean_20,9997,3,-0.009251368569878907,0.0,1.267518427202457,-3.378724817952671,-2.5088118663124273,-1.9891246854135203,-1.6891373115452912,-1.0577716770907606,1.0254650056701249,1.668844731038041,1.9776979722210277,2.4880163927514487,3.4532053025479295,9872
ema_20,9997,3,9990.992624906623,9990.902251666113,24.985557801191476,9933.417921638733,9942.424955569393,9949.936430941247,9956.74916903215,9972.417712957687,10008.348078931884,10023.896111582255,10034.01417513551,10045.685655441837,10061.454960879657,9997
dev_ema_20,9997,3,-0.03353718030509233,-0.008360239369721967,3.9043844362035034,-13.878128487673166,-9.441352352180983,-6.431265181963681,-5.00641399876622,-2.6536625460466894,2.6243316953314206,4.936158460673687,6.3710431219413275,8.929631309276944,14.362485535526503,9997
roll_mean_50,9991,9,9991.031187024948,9991.03,24.775216007020884,9937.25,9943.8,9950.115,9957.47,9972.755000000001,10008.37,10023.61,10033.3,10045.131,10056.86,6018
roll_std_mid_50,9991,9,4.9394610230358715,4.627954103634013,1.8211701169421606,1.397276262011553,2.048448826949978,2.5954532341872576,2.9133051574290896,3.605905020636002,5.844083869247205,7.49854407597045,8.574657096827139,10.135721630485971,13.636326035741646,9725
roll_vol_ret1_50,9990,10,2.1807488846075183,2.1749032350044106,0.2721187132087468,1.3324827218698336,1.5818566131243716,1.758714451071032,1.8445728447507515,1.9866390426958207,2.356839807358791,2.5222519891435002,2.6538689331785643,2.873465328091974,3.1874114633562285,8200
dev_roll_mean_50,9991,9,-0.0788299035388404,-0.21999999999934516,7.169926951098955,-24.100000000000364,-16.380999999999222,-11.605000000000473,-9.25,-5.139999999999418,4.964999999999236,9.3799999999992,11.605000000000473,16.210999999999153,22.860000000000582,2965
z_roll_mean_50,9991,9,-0.03360495357637313,-0.05785742134799415,1.3584547573051213,-4.788700927819267,-2.8034110420240386,-2.160746447074896,-1.7877253838447602,-1.1232984191934348,1.0895469966901998,1.7478409658825687,2.085685079951718,2.6746502414027393,3.871350911804776,9933
ema_50,9991,9,9991.022998925118,9990.478173948155,24.5205064407503,9937.704904046253,9943.917502875021,9951.029364856597,9957.851853414031,9972.783584267963,10009.081639242344,10023.292336174407,10032.710233503922,10044.474764029042,10055.570690731656,9991
dev_ema_50,9991,9,-0.0706418037101515,-0.13308547328233544,6.203452055870023,-21.616445912417475,-14.331662893438624,-10.181238742578898,-7.950335259569329,-4.428189971800748,4.232934723695507,8.008358098946701,10.180284763455347,13.74454392996287,20.81992079961492,9991
roll_mean_100,9981,19,9991.0640527986,9990.425,24.258159428681783,9942.73,9945.287,9950.975,9959.095,9972.25,10009.14,10023.175,10032.06,10045.197,10051.73,7464
roll_std_mid_100,9981,19,6.86308209174824,6.365698800243654,2.508264419545573,1.8637822325918811,3.0720436901019643,3.7429361080635344,4.1251721726315145,4.958524951672551,8.119816139625764,10.439555458980285,11.84653979208111,14.42438929812374,16.28081460625023,9781
roll_vol_ret1_100,9980,20,2.1840003457096793,2.1783832388616817,0.19242930778656225,1.599400140077766,1.7724935348762552,1.8716060189996238,1.9332262248123417,2.0584452794964125,2.304371120365513,2.439903955718601,2.517394034964073,2.6514110370018007,2.8246033063748626,8464
dev_roll_mean_100,9981,19,-0.12336549271818305,-0.2900000000008731,10.177349296949709,-33.0049999999992,-22.240999999999985,-16.665000000000873,-13.125,-7.354999999999563,7.020000000000437,12.909999999999854,16.88500000000022,22.99199999999987,32.66500000000087,5638
z_roll_mean_100,9981,19,-0.030218748788560623,-0.0509041315868236,1.3782673599043038,-4.690181940747469,-2.764838096249393,-2.1702138415734065,-1.8340157787081894,-1.1540765151883254,1.1146181029749826,1.7712538443525914,2.1039399560372734,2.703223322847697,3.7514688345266,9943
