feature,bucket,count,feature_min,feature_mean,feature_max,future_ret_1_mean,future_ret_1_hit_up,future_abs_ret_1_mean,future_ret_2_mean,future_ret_2_hit_up,future_abs_ret_2_mean,future_ret_3_mean,future_ret_3_hit_up,future_abs_ret_3_mean,future_ret_5_mean,future_ret_5_hit_up,future_abs_ret_5_mean,future_ret_10_mean,future_ret_10_hit_up,future_abs_ret_10_mean,future_ret_20_mean,future_ret_20_hit_up,future_abs_ret_20_mean,future_ret_50_mean,future_ret_50_hit_up,future_abs_ret_50_mean,future_ret_100_mean,future_ret_100_hit_up,future_abs_ret_100_mean,future_ret_200_mean,future_ret_200_hit_up,future_abs_ret_200_mean,future_ret_500_mean,future_ret_500_hit_up,future_abs_ret_500_mean,future_ret_1000_mean,future_ret_1000_hit_up,future_abs_ret_1000_mean
spread,"(6.999, 16.0]",9835,7.0,15.705033045246568,16.0,0.0036607687614399025,0.4137685580638601,1.6492780150498272,0.013424183870639683,0.43587918234516426,2.237872470253229,0.017697314890154598,0.4522986167615948,2.7116558177379986,0.04079348931841302,0.46134282807731436,3.4446592065106816,0.06061068702290076,0.47898218829516537,4.833333333333333,0.12221090168110035,0.4901681100356597,6.783545593479368,0.32228238659583164,0.5032693093583981,10.833418471597875,0.8264373716632444,0.5047227926078028,14.450154004106777,1.6322339763534537,0.5282099149554035,18.92989006430201,3.659086044520548,0.5086686643835616,26.05217251712329,6.674406779661017,0.5348022598870057,34.437909604519774
spread,"(16.0, 17.0]",165,17.0,17.0,17.0,0.12727272727272726,0.503030303030303,1.7515151515151515,-0.1393939393939394,0.44242424242424244,2.2,-0.05454545454545454,0.45454545454545453,2.6787878787878787,-0.7212121212121212,0.49696969696969695,3.2484848484848485,-0.3424242424242424,0.5393939393939394,4.475757575757576,-0.793939393939394,0.43636363636363634,5.987878787878788,-2.6141975308641974,0.41975308641975306,10.898148148148149,-7.709375,0.375,15.415625,-13.89873417721519,0.25949367088607594,22.537974683544302,-22.403846153846153,0.1987179487179487,28.737179487179485,-26.046666666666667,0.2,33.38
imbalance_L1,"(-0.58, 0.0]",9849,-0.5789473684210527,-0.004827381479879632,0.0,-0.05894597887896019,0.4068846466287571,1.6113424045491471,-0.05656545140651975,0.4282522595714431,2.2015842388544735,-0.05134064594759293,0.445460085313833,2.6821551899248424,-0.03799268590004063,0.45682649329540836,3.4181227143437627,-0.011993088728529323,0.4758613680252058,4.802520581359894,0.034845864279173876,0.48550208566486924,6.758317224539628,0.19052964588223287,0.49923461577712014,10.837636493519748,0.6026666666666667,0.5007179487179487,14.453948717948718,1.3040932642487046,0.5218652849740932,19.011761658031087,3.1281804575582637,0.5019243104554202,26.054842847979472,6.031359278059786,0.528595600676819,34.39537507050198
imbalance_L1,"(0.0, 0.579]",151,0.047619047619047616,0.30284983044100483,0.5789473684210527,4.2218543046357615,0.9602649006622517,4.235099337748345,4.410596026490066,0.9403973509933775,4.562913907284768,4.440397350993377,0.9006622516556292,4.599337748344371,4.344370860927152,0.7947019867549668,4.960264900662252,4.3509933774834435,0.7483443708609272,6.450331125827814,4.80794701986755,0.7350993377483444,7.556291390728477,5.7218543046357615,0.6754966887417219,10.629139072847682,6.266666666666667,0.6266666666666667,15.233333333333333,6.383333333333334,0.6533333333333333,17.463333333333335,9.825342465753424,0.6095890410958904,28.75,12.544444444444444,0.5703703703703704,36.05555555555556
imbalance_L2,"(-0.456, 0.0]",9843,-0.45454545454545453,-0.00548158229756026,0.0,-0.06091241617557407,0.4065230644178013,1.6103942288152815,-0.058835484198760286,0.4279036683263896,2.2006909866883446,-0.05431910569105691,0.4451219512195122,2.680843495934959,-0.04101443382801383,0.4564952226062208,3.41720878227282,-0.015051357673141462,0.4757449405064578,4.801891589545408,0.030489667107808205,0.48549323017408125,6.756133564084292,0.18656182987848463,0.49913203308485654,10.836515878688859,0.5994458128078818,0.5007183908045977,14.451149425287356,1.3056304437992534,0.5217751970136872,19.009072998755702,3.1235558408215662,0.5020325203252033,26.054343175010697,6.022801670617451,0.528502088271814,34.39677164465515
imbalance_L2,"(0.0, 0.462]",157,0.1724137931034483,0.3196467839654235,0.46153846153846156,4.181528662420382,0.9617834394904459,4.194267515923567,4.382165605095541,0.9426751592356688,4.528662420382165,4.455414012738854,0.9044585987261147,4.60828025477707,4.36624203821656,0.802547770700637,4.95859872611465,4.375796178343949,0.7452229299363057,6.426751592356688,4.898089171974522,0.7261146496815286,7.662420382165605,5.75796178343949,0.6751592356687898,10.707006369426752,6.25,0.6217948717948718,15.378205128205128,6.092948717948718,0.6538461538461539,17.689102564102566,9.845394736842104,0.5986842105263158,28.674342105263158,12.804964539007091,0.574468085106383,35.89716312056738
imbalance_L3,"(-0.136, 0.0]",9829,-0.13513513513513514,-0.0013521467291566056,0.0,0.07387057387057387,0.4222629222629223,1.6113146113146113,0.07688002442250941,0.44265798310776433,2.207540449781215,0.08492774272338693,0.4585792794626501,2.6850702218603706,0.09492060260586319,0.467121335504886,3.422689332247557,0.12088807414196966,0.4836541399327834,4.816987473266117,0.16168824548883678,0.4917932510959323,6.756142318279132,0.3464526681660192,0.5035780004089143,10.826620323042322,0.7334566378956021,0.5035963830661735,14.476366625565145,1.4379800705833505,0.524704172721611,18.978876894332572,3.323176609189247,0.5036949769733319,26.127075077648065,6.097332127515261,0.5292787700655663,34.46574723038662
imbalance_L3,"(0.0, 0.143]",171,0.044444444444444446,0.08688826508196726,0.14285714285714285,-3.912280701754386,0.011695906432748537,3.9298245614035086,-3.780701754385965,0.05263157894736842,3.9444444444444446,-3.915204678362573,0.0935672514619883,4.207602339181286,-3.804093567251462,0.16374269005847952,4.517543859649122,-3.789473684210526,0.26900584795321636,5.426900584795321,-3.026315789473684,0.34502923976608185,7.587719298245614,-3.9166666666666665,0.40476190476190477,11.291666666666666,-1.9166666666666667,0.44642857142857145,13.851190476190476,-1.8765060240963856,0.4759036144578313,19.521084337349397,-2.042944785276074,0.49693251533742333,24.33128834355828,7.951298701298701,0.525974025974026,31.808441558441558
micro_edge_L1,"(-2.606, 0.0]",9849,-2.605263157895024,-0.0206205263756313,0.0,-0.05894597887896019,0.4068846466287571,1.6113424045491471,-0.05656545140651975,0.4282522595714431,2.2015842388544735,-0.05134064594759293,0.445460085313833,2.6821551899248424,-0.03799268590004063,0.45682649329540836,3.4181227143437627,-0.011993088728529323,0.4758613680252058,4.802520581359894,0.034845864279173876,0.48550208566486924,6.758317224539628,0.19052964588223287,0.49923461577712014,10.837636493519748,0.6026666666666667,0.5007179487179487,14.453948717948718,1.3040932642487046,0.5218652849740932,19.011761658031087,3.1281804575582637,0.5019243104554202,26.054842847979472,6.031359278059786,0.528595600676819,34.39537507050198
micro_edge_L1,"(0.0, 2.316]",151,0.18421052631492785,1.130175578590083,2.315789473685072,4.2218543046357615,0.9602649006622517,4.235099337748345,4.410596026490066,0.9403973509933775,4.562913907284768,4.440397350993377,0.9006622516556292,4.599337748344371,4.344370860927152,0.7947019867549668,4.960264900662252,4.3509933774834435,0.7483443708609272,6.450331125827814,4.80794701986755,0.7350993377483444,7.556291390728477,5.7218543046357615,0.6754966887417219,10.629139072847682,6.266666666666667,0.6266666666666667,15.233333333333333,6.383333333333334,0.6533333333333333,17.463333333333335,9.825342465753424,0.6095890410958904,28.75,12.544444444444444,0.5703703703703704,36.05555555555556
