feature,spread,half_spread,bid_size_1,ask_size_1,bid_size_2,ask_size_2,bid_size_3,ask_size_3,bid_depth_L1,ask_depth_L1,bid_depth_L2,ask_depth_L2,bid_depth_L3,ask_depth_L3,total_depth_L1,total_depth_L2,total_depth_L3,imbalance_L1,imbalance_L2,imbalance_L3,micro_edge_L1,book_wap_edge_L1,book_wap_edge_L2,book_wap_edge_L3,bid_gap_12,ask_gap_12,bid_gap_23,ask_gap_23,mid_change,bid_change,ask_change,spread_change,bid_size_1_change,ask_size_1_change,dev_global_mean,z_global_mean,past_ret_1,past_ret_2,past_ret_3,past_ret_5,past_ret_10,past_ret_20,past_ret_50,roll_vol_ret1_10,dev_roll_mean_10,dev_roll_median_10,z_roll_mean_10,dev_ema_10,roll_vol_ret1_20,dev_roll_mean_20,dev_roll_median_20,z_roll_mean_20,dev_ema_20,roll_vol_ret1_50,dev_roll_mean_50,dev_roll_median_50,z_roll_mean_50,dev_ema_50,roll_vol_ret1_100,dev_roll_mean_100,dev_roll_median_100,z_roll_mean_100,dev_ema_100,roll_vol_ret1_200,dev_roll_mean_200,dev_roll_median_200,z_roll_mean_200,dev_ema_200,roll_vol_ret1_500,dev_roll_mean_500,dev_roll_median_500,z_roll_mean_500,dev_ema_500,roll_vol_ret1_1000,dev_roll_mean_1000,dev_roll_median_1000,z_roll_mean_1000,dev_ema_1000,future_ret_1,future_ret_2,future_ret_3,future_ret_5,future_ret_10,future_ret_20,future_ret_50,future_ret_100,future_ret_200,future_ret_500,future_ret_1000,past_ret_100,past_ret_200,past_ret_500,past_ret_1000
spread,1.0,1.0,0.1478292534504163,0.36689851369030874,0.21491833734983146,0.44817934454356606,-0.5202478189622148,-0.8182776974964198,0.1478292534504163,0.36689851369030874,0.24670506398050576,0.5229569636089859,-0.13293843611767056,-0.25898595710418015,0.2771678386899739,0.43205419710380083,-0.20085810385039893,-0.3303385401851947,-0.34924023414169986,0.32348225082486654,-0.28253046747046445,,-0.3232560134259953,-0.3652646104261422,-0.43326421896118966,-0.7521359362343106,0.9999999999999998,0.857142857142857,0.11701278129029168,-0.23261335285690585,0.4020236290085877,0.7126575609797059,0.10436232344855537,0.28617932498177656,0.027557080247790983,0.027557080247790983,0.11701278129029168,0.05156571193487624,0.06493849231182053,0.06271223253756093,0.0031956239931334165,0.02554773147441292,0.054639343274076574,-0.05179122780798573,0.04364605509986432,0.045585823060378804,0.044348439279100295,0.04753963663831403,-0.011713293378385201,0.015272390181520394,0.01490489042342157,0.02840555180061114,0.03417056930649194,-0.02764279197055026,0.044841586115236,0.038104285147465784,0.05695222896777595,0.041856798708842985,0.03513989076764602,0.04111863199921585,0.043555957918086474,0.05229394120467737,0.0478204354201898,-0.01777700014169881,0.03579221884888511,0.034514066168353084,0.056512436701255275,0.04539496411130668,-0.022557652903392775,0.03488080080478767,0.035636193409729684,0.06172198364084463,0.042927498318932944,-0.03444311982519673,0.03991036356304263,0.03897746116494925,0.06987199644674373,0.04162738724149322,-0.10374197601573217,-0.08025633987708296,-0.05939482182011574,-0.0411120293904389,-0.008303716351993501,-0.008319876264576146,0.011496616844934984,-0.019573044413699194,-0.04180275207361887,-0.06056954148349811,,0.03198045514923278,-0.009677734054480207,-0.026968315843113922,
half_spread,1.0,1.0,0.1478292534504163,0.36689851369030874,0.21491833734983146,0.44817934454356606,-0.5202478189622148,-0.8182776974964198,0.1478292534504163,0.36689851369030874,0.24670506398050576,0.5229569636089859,-0.13293843611767056,-0.25898595710418015,0.2771678386899739,0.43205419710380083,-0.20085810385039893,-0.3303385401851947,-0.34924023414169986,0.32348225082486654,-0.28253046747046445,,-0.3232560134259953,-0.3652646104261422,-0.43326421896118966,-0.7521359362343106,0.9999999999999998,0.857142857142857,0.11701278129029168,-0.23261335285690585,0.4020236290085877,0.7126575609797059,0.10436232344855537,0.28617932498177656,0.027557080247790983,0.027557080247790983,0.11701278129029168,0.05156571193487624,0.06493849231182053,0.06271223253756093,0.0031956239931334165,0.02554773147441292,0.054639343274076574,-0.05179122780798573,0.04364605509986432,0.045585823060378804,0.044348439279100295,0.04753963663831403,-0.011713293378385201,0.015272390181520394,0.01490489042342157,0.02840555180061114,0.03417056930649194,-0.02764279197055026,0.044841586115236,0.038104285147465784,0.05695222896777595,0.041856798708842985,0.03513989076764602,0.04111863199921585,0.043555957918086474,0.05229394120467737,0.0478204354201898,-0.01777700014169881,0.03579221884888511,0.034514066168353084,0.056512436701255275,0.04539496411130668,-0.022557652903392775,0.03488080080478767,0.035636193409729684,0.06172198364084463,0.042927498318932944,-0.03444311982519673,0.03991036356304263,0.03897746116494925,0.06987199644674373,0.04162738724149322,-0.10374197601573217,-0.08025633987708296,-0.05939482182011574,-0.0411120293904389,-0.008303716351993501,-0.008319876264576146,0.011496616844934984,-0.019573044413699194,-0.04180275207361887,-0.06056954148349811,,0.03198045514923278,-0.009677734054480207,-0.026968315843113922,
bid_size_1,0.1478292534504163,0.1478292534504163,1.0,0.7651025499537774,0.12535071039438633,-0.029909343895310313,-0.34717324466087107,0.051447204568143244,1.0,0.7651025499537774,0.5547311352579004,0.3091489042010428,0.353181286028918,0.42560184598131967,0.9359330557898891,0.4716331754236141,0.39767680072899125,0.26624702919546606,0.24563141215184878,-0.21695821342637045,0.2779748438786852,,0.19075340053402373,0.2176447062439446,-0.2706424903529983,0.04720688644930434,0.07142857142857151,-0.19893856670743237,-0.09213375239673934,-0.11859887428614492,-0.050385274151561556,0.06364191273181899,0.7144187976789885,0.5406246760323293,-0.01169925219168485,-0.01169925219168486,-0.09213375239673934,-0.07640075920785853,-0.06425304710112749,-0.06287455131772135,-0.060585567874449936,-0.05963746417089571,-0.00429555043957018,-0.020491593265289824,-0.07856135022438288,-0.08806498784130636,-0.06342170241899611,-0.08746051717857985,0.0015681014298815803,-0.08154492286792593,-0.08245053195102044,-0.09007292348928381,-0.07583757043238212,0.02915142513906593,-0.03817626834138629,-0.03846171973685598,-0.04506405331385227,-0.0404177919675767,-0.018357701099446636,-0.015321181034404987,-0.012458104793962642,-0.02635058555837931,-0.01934118880089468,-0.013282718106146828,-0.004065896299051788,-0.008581817965735863,-0.011107965000797458,-0.003970147014462316,-0.0231687460401911,0.010102091631799056,0.009562695609351782,0.0035175941130912024,0.002917874414085437,-0.012262321553282888,-0.005737270812537448,-0.004771823624235485,-0.0033382844345056922,-0.0011205187238097266,0.0939051504550473,0.056823990020134225,0.05914118807180764,0.024346497771157227,0.02544544866941905,0.006249836106644001,0.005540368451177592,0.03001535550165896,-0.031014522579023134,-0.014730210675024988,,-0.005314543699518248,0.02006944179282325,0.0444850107300914,
ask_size_1,0.36689851369030874,0.36689851369030874,0.7651025499537774,1.0,-0.02988660520737402,0.2178626022223979,0.016787520702554928,-0.4531092396761401,0.7651025499537776,1.0,0.3189308077076055,0.612230940970096,0.37458387306908,0.2427194795858939,0.9428551304516152,0.5217327800841485,0.3136846971286444,-0.4127822176431151,-0.385183769255197,0.30353680617894263,-0.39875100523292084,,-0.31677246634437023,-0.35521538331169894,0.013425609632249905,-0.3955145167563136,-0.41906662476770284,-0.13045615713911332,0.12010603914333949,0.01119345289857202,0.19217887014569804,0.2139686824742848,0.5335369503615744,0.704773416678697,-0.017969796477723655,-0.01796979647772366,0.12010603914333949,0.08383349662943482,0.06151565934525313,0.045014187989547885,-0.0023340651186229125,0.009265260375959022,0.02796737398439714,-0.06419313302760524,0.04322145604360385,0.037618222388039475,0.06042245696388679,0.048597203012196444,-0.024719601808679218,0.015406776742912404,0.011272170254404964,0.024948100792558284,0.028846146245988594,0.015852615938426177,0.026840551267657074,0.021354247163262313,0.030574215785071693,0.02050385552840147,0.016608094546656377,0.012267154173003975,0.011173544833579827,0.01734512579234762,0.016100827984316276,-0.0009620286214664511,-0.0011773693104618294,-0.00467701752491172,0.015730393036702987,0.010065303293929006,-0.01925984202117146,0.012978643762075331,0.017710996729520645,0.03028812535562153,0.006037507746042526,-0.006459022903940879,-0.007125154054985187,-0.007579908822672753,0.026709695348277242,-0.0008395874908569752,-0.16488656972049406,-0.11177796301788304,-0.08191568080805887,-0.08207572481877086,-0.04117236489345351,-0.023839834658485114,0.011349124728066061,-0.005051472486493515,-0.03284717259956671,-0.04889265347572015,,-0.003996689308666493,-0.014180461456996854,0.03097131706925438,
bid_size_2,0.21491833734983146,0.21491833734983146,0.12535071039438633,-0.02988660520737402,1.0,0.7472331132631432,-0.41910600110213536,0.04122687818860348,0.12535071039438644,-0.029886605207374073,0.8950029698082185,0.5923401233870108,0.6816113197714928,0.753456141652002,0.04851904405668856,0.8148896814880784,0.7323015813936607,0.22560271031875562,0.27978036403139456,-0.2354017341895684,0.23737449665229401,,0.18356362106959362,0.22811842839491714,-0.32187893208210766,0.02757625700192202,-0.41906662476770284,-0.07741673673111323,-0.053331975115428976,-0.12928478049110778,0.024315628449899953,0.1623793607162269,0.0668060126954512,-0.02189864531513959,-0.005621332093283796,-0.00562133209328379,-0.053331975115428976,-0.09769867404831374,-0.04892804279215737,-0.05591906206344106,0.0020572959825555814,-0.018873079360073448,-0.014117142180104653,0.08650278886680424,-0.054491398102983916,-0.0648827949859003,-0.06701452431958532,-0.05907899971818262,0.08573930897077345,-0.0425535370337297,-0.03779825480283653,-0.05329546495182034,-0.04532327703206774,0.009408218094866791,-0.022107730633262455,-0.018192645505462884,-0.04104324092930003,-0.02254052797343674,-0.05736568887927673,-0.011136711823950388,-0.0071206735765026626,-0.012961888286683399,-0.01065217670491249,-0.05913454105938879,0.005799918328206421,-0.0009790238321155057,-0.006246467354823827,-0.0003549475373903221,-0.010107678294137692,-0.008255287561652867,-0.012886425424512207,-0.009576791285613428,-0.0019073881377097831,-0.01956124413853845,-0.004024663036040962,-0.0030355314757282534,-0.017213977168570444,-0.005256046437451351,0.075357961510257,0.08571033212971134,0.04310254445024235,0.04999656307470467,0.0008439951097949313,-0.02404309627759143,-0.002523988017395133,0.056253178682706795,0.03059590712117415,0.012362457444010424,,-0.013782889481554756,0.04594388664776591,-0.007014835332987675,
ask_size_2,0.44817934454356606,0.44817934454356606,-0.029909343895310313,0.2178626022223979,0.7472331132631432,1.0,9.753997013908424e-05,-0.5200763569076438,-0.029909343895310286,0.2178626022223978,0.6132154927402008,0.9050686776197864,0.6947117148212608,0.5207560932114691,0.10368015127953853,0.8462344541641902,0.6183384939684423,-0.36308269991676495,-0.4134316330536035,0.38399083881364193,-0.3459749921302567,,-0.31756681025095373,-0.38319928170912726,-0.01951324514406015,-0.45479149503575217,0.4503773491110449,-0.19893856670743237,0.17551118317086403,0.01498314969999077,0.28204315765603927,0.3155173966234908,-0.06221142515089455,0.15081783677893357,-0.013301060605402456,-0.0133010606054025,0.17551118317086403,0.07231919660603882,0.07929655106175793,0.04333450637831576,0.04128660657130999,0.030241843767283328,0.006568012961066922,0.025089612224970644,0.061121845990747284,0.055198467936551525,0.05957893470886082,0.06974865679771294,0.040872584676690936,0.03724000212835095,0.03940290688440082,0.04365866280545415,0.045296899370254246,0.010899908236068321,0.026585362826305255,0.023648095691664654,0.023546002892473092,0.023030880763822516,-0.007044430794409096,0.0054733833849425545,0.007013885352496833,0.021462343365586663,0.01206754359012944,-0.03433715362349438,-0.0014219805806250502,-0.004496765075248594,0.008721691485492645,0.002938330749444888,-0.0038192891116426656,-0.009755502942018436,-0.008523771233913902,0.0065729274992719485,-0.0055127395333632616,-0.008159020473762069,-0.01055319354779698,-0.010934299832468566,0.003096863084788979,-0.009457974197896204,-0.18855708138647995,-0.09535255317636775,-0.11430726459486072,-0.06461141746264772,-0.07091992467631994,-0.0523954055971175,0.004310059934730243,0.03388646276907349,0.02001379787305717,0.012929461939927495,,-0.013726933125142327,-0.00466824301528422,-0.024019596580345977,
bid_size_3,-0.5202478189622148,-0.5202478189622148,-0.34717324466087107,0.016787520702554928,-0.41910600110213536,9.753997013908424e-05,1.0,-0.01909426646199373,-0.3471732446608711,0.01678752070255493,-0.50757226632611,0.007393880140533356,0.2177335594809992,-0.011798673225663385,-0.17046981368688635,-0.26414115499490015,0.10314241059890175,-0.5078466847435407,-0.5862194336076348,0.5772321678921776,-0.5422052406172763,,-0.39789820041621726,-0.49890034472912875,0.7503785839049611,-0.01806745822685483,0.4503773491110449,,0.2058385047791837,0.3797082701181568,0.011358370644056674,-0.3797575275439441,-0.268050389760446,-0.015437398613641438,-0.0017300995003742179,-0.0017300995003742083,0.2058385047791837,0.18321006233560316,0.12112176257983087,0.08865445646175417,0.06424659799233809,0.05187910857936566,-0.015892658251018703,-0.02337811250710404,0.12306188594930893,0.1257704534106608,0.13580050871871285,0.13813812780505091,-0.03871418665239668,0.10249015294466864,0.09789910910035399,0.10930794332996313,0.09891388199285299,0.022318772855749857,0.0325940998985066,0.02978959212170128,0.03828181040718387,0.035620003272565495,0.021399297165277036,-0.003994381581602269,-0.010316012441473397,0.004753688417705446,0.004536205696045435,0.032227654908496765,-0.01837584492083436,-0.015082139977887373,-0.013070710383709409,-0.01012673532394958,0.006285135954471239,-0.0013191409663024598,0.005925517284339448,-0.008967663850825336,-0.009104819577524091,0.019685068975069574,-0.010040092481511425,-0.010092429965243808,-0.00962781918683601,-0.007325314332445871,-0.27671822276878577,-0.18789566928311943,-0.17038086349699547,-0.12782828405391827,-0.0985410370743498,-0.04398553429152704,-0.016324335220345116,-0.02850683674322002,0.010873256955154524,0.02880873688263814,,-0.014072102364666134,-0.029024670825125963,0.030529613060855026,
ask_size_3,-0.8182776974964198,-0.8182776974964198,0.051447204568143244,-0.4531092396761401,0.04122687818860348,-0.5200763569076438,-0.01909426646199373,1.0,0.05144720456814323,-0.45310923967614003,0.057705689080428973,-0.6187683040204934,0.050231499664997036,0.34082671919320195,-0.22120027773724757,-0.32633677588376653,0.2017503379004372,0.7389984790428329,0.8080069383157219,-0.7368564567524027,0.7041433781997922,,0.6448976463370425,0.7580033404754256,-0.0075697978443680924,0.8767910414572336,,-0.07741673673111323,-0.2711126358210812,0.015983789976867103,-0.47018579852920134,-0.568394897944419,0.055810925159809656,-0.33411680425806284,0.008481541480570712,0.008481541480570738,-0.2711126358210812,-0.17875129273185383,-0.15339594091489295,-0.12693464546563848,-0.041309722263705294,-0.0614601347619994,-0.052262902030705514,0.08570312921621645,-0.13007228483012556,-0.1345204306339965,-0.1403998365524676,-0.14409584159416414,0.04203385877118652,-0.0824816561823046,-0.07967585897325132,-0.11047522957617821,-0.10305014544797303,0.01858177980106297,-0.07228696931242733,-0.0623555771898931,-0.09427957340801131,-0.06596190021216981,-0.06491492940277187,-0.03807386561791915,-0.03747840383381276,-0.06278575702266284,-0.04583223822568541,-0.009134427625135989,-0.008438611669015168,-0.010153924043440421,-0.045627747961333474,-0.021843297010460925,0.003722449669534617,-0.0046081655931810425,-0.011284119217799038,-0.045746701868390326,-0.007546189709057992,0.005420599519787963,-0.00018128822144252297,0.001755881498696157,-0.05283205025050652,-0.003385440269695172,0.2948671693055499,0.19852387963948212,0.1674767424157473,0.11911106585359445,0.0631433099143414,0.030526578171041315,-0.012889926847650831,0.02983995503585824,0.01655426980065113,0.04032654705210204,,-0.014457412021258945,0.057238662731152176,0.040703920998144856,
bid_depth_L1,0.1478292534504163,0.1478292534504163,1.0,0.7651025499537776,0.12535071039438644,-0.029909343895310286,-0.3471732446608711,0.05144720456814323,1.0,0.7651025499537774,0.5547311352579004,0.3091489042010428,0.353181286028918,0.42560184598131967,0.9359330557898891,0.4716331754236141,0.39767680072899125,0.26624702919546606,0.24563141215184878,-0.21695821342637045,0.2779748438786852,,0.19075340053402373,0.2176447062439446,-0.2706424903529983,0.04720688644930434,0.07142857142857151,-0.19893856670743237,-0.09213375239673934,-0.11859887428614492,-0.050385274151561556,0.06364191273181899,0.7144187976789885,0.5406246760323293,-0.01169925219168485,-0.01169925219168486,-0.09213375239673934,-0.07640075920785853,-0.06425304710112749,-0.06287455131772135,-0.060585567874449936,-0.05963746417089571,-0.00429555043957018,-0.020491593265289824,-0.07856135022438288,-0.08806498784130636,-0.06342170241899611,-0.08746051717857985,0.0015681014298815803,-0.08154492286792593,-0.08245053195102044,-0.09007292348928381,-0.07583757043238212,0.02915142513906593,-0.03817626834138629,-0.03846171973685598,-0.04506405331385227,-0.0404177919675767,-0.018357701099446636,-0.015321181034404987,-0.012458104793962642,-0.02635058555837931,-0.01934118880089468,-0.013282718106146828,-0.004065896299051788,-0.008581817965735863,-0.011107965000797458,-0.003970147014462316,-0.0231687460401911,0.010102091631799056,0.009562695609351782,0.0035175941130912024,0.002917874414085437,-0.012262321553282888,-0.005737270812537448,-0.004771823624235485,-0.0033382844345056922,-0.0011205187238097266,0.0939051504550473,0.056823990020134225,0.05914118807180764,0.024346497771157227,0.02544544866941905,0.006249836106644001,0.005540368451177592,0.03001535550165896,-0.031014522579023134,-0.014730210675024988,,-0.005314543699518248,0.02006944179282325,0.0444850107300914,
ask_depth_L1,0.36689851369030874,0.36689851369030874,0.7651025499537774,1.0,-0.029886605207374073,0.2178626022223978,0.01678752070255493,-0.45310923967614003,0.7651025499537774,1.0,0.3189308077076055,0.612230940970096,0.37458387306908,0.2427194795858939,0.9428551304516152,0.5217327800841485,0.3136846971286444,-0.4127822176431151,-0.385183769255197,0.30353680617894263,-0.39875100523292084,,-0.31677246634437023,-0.35521538331169894,0.013425609632249905,-0.3955145167563136,-0.41906662476770284,-0.13045615713911332,0.12010603914333949,0.01119345289857202,0.19217887014569804,0.2139686824742848,0.5335369503615744,0.704773416678697,-0.017969796477723655,-0.01796979647772366,0.12010603914333949,0.08383349662943482,0.06151565934525313,0.045014187989547885,-0.0023340651186229125,0.009265260375959022,0.02796737398439714,-0.06419313302760524,0.04322145604360385,0.037618222388039475,0.06042245696388679,0.048597203012196444,-0.024719601808679218,0.015406776742912404,0.011272170254404964,0.024948100792558284,0.028846146245988594,0.015852615938426177,0.026840551267657074,0.021354247163262313,0.030574215785071693,0.02050385552840147,0.016608094546656377,0.012267154173003975,0.011173544833579827,0.01734512579234762,0.016100827984316276,-0.0009620286214664511,-0.0011773693104618294,-0.00467701752491172,0.015730393036702987,0.010065303293929006,-0.01925984202117146,0.012978643762075331,0.017710996729520645,0.03028812535562153,0.006037507746042526,-0.006459022903940879,-0.007125154054985187,-0.007579908822672753,0.026709695348277242,-0.0008395874908569752,-0.16488656972049406,-0.11177796301788304,-0.08191568080805887,-0.08207572481877086,-0.04117236489345351,-0.023839834658485114,0.011349124728066061,-0.005051472486493515,-0.03284717259956671,-0.04889265347572015,,-0.003996689308666493,-0.014180461456996854,0.03097131706925438,
