bucket,count,timestamp_min,timestamp_max,mid_start,mid_end,mid_mean,mid_std,spread_mean,ret1_std,imbalance_L1_mean,future_abs_ret_1_mean,imbalance_corr_future_ret_1,dev500_corr_future_ret_1,future_abs_ret_2_mean,imbalance_corr_future_ret_2,dev500_corr_future_ret_2,future_abs_ret_3_mean,imbalance_corr_future_ret_3,dev500_corr_future_ret_3,future_abs_ret_5_mean,imbalance_corr_future_ret_5,dev500_corr_future_ret_5,future_abs_ret_10_mean,imbalance_corr_future_ret_10,dev500_corr_future_ret_10,future_abs_ret_20_mean,imbalance_corr_future_ret_20,dev500_corr_future_ret_20,future_abs_ret_50_mean,imbalance_corr_future_ret_50,dev500_corr_future_ret_50,future_abs_ret_100_mean,imbalance_corr_future_ret_100,dev500_corr_future_ret_100,future_abs_ret_200_mean,imbalance_corr_future_ret_200,dev500_corr_future_ret_200,future_abs_ret_500_mean,imbalance_corr_future_ret_500,dev500_corr_future_ret_500,future_abs_ret_1000_mean,imbalance_corr_future_ret_1000,dev500_corr_future_ret_1000
0,500,0,49900,10011.0,9955.0,10002.686,17.347081786081084,15.648,2.30296449028148,0.003349363294308778,1.816,0.369980395188835,-0.025825364641834166,2.36,0.24446768403333458,-0.021256020213966283,2.884,0.194299589286447,-0.024681253460618932,3.664,0.1263090485021045,-0.024047257316795204,5.226,0.0739222418425594,-0.015759451680452206,7.452,0.07413293011259464,0.012068031058593241,11.383,-0.012659434024074778,0.08627253817701275,16.653,0.09085330733582486,-0.0011970201338726764,25.971,0.043980390577752194,-0.5363476935588962,46.837,0.048575273161981354,-0.564978393433435,28.255,-0.013770636695184043,-0.91903394730675
1,500,50000,99900,9952.0,9960.0,9955.901,19.184963503986623,15.642,2.2492260971436697,0.004787242072475617,1.698,0.3787631704541067,-0.04919789774315272,2.37,0.24258495237954594,-0.0629161189718089,2.88,0.20585725016392106,-0.07277633504074645,3.582,0.18073722913486195,-0.08690902079396313,5.34,0.11715867253064773,-0.11812793844024146,8.201,0.052520480792728745,-0.191262161257063,16.176,-0.008946860339311457,-0.4097819324843582,26.993,-0.022058177777542296,-0.6988028108579435,33.747,-0.0817591093507956,-0.7119574885195471,42.49,-0.05123019310318679,-0.3501507844138701,50.959,0.018768114435665034,-0.8633162004847917
2,500,100000,149900,9960.0,10015.0,9998.151,16.785774436912163,15.786,2.222336058095224,0.0020465353106085375,1.684,0.24591485783813072,-0.105300235290635,2.296,0.20199028525223667,-0.14157045999947773,2.722,0.09284948062074967,-0.1720790688467515,3.396,0.036675340651711734,-0.2165582383790324,4.618,0.04840480003051095,-0.2800109892045748,6.575,0.06985119800608461,-0.37080637041327463,10.323,0.010583113655025227,-0.4866046110296722,11.432,0.04928674896456415,-0.5376363407574964,18.127,-0.03850751975482661,-0.7466288289683558,25.665,-0.04906153780743254,-0.39217463842657996,54.661,-0.07078730277766167,-0.6515514407005639
3,500,150000,199900,10016.0,9970.0,10006.86,15.765262033152124,15.884,2.1269574268874267,-7.270404174428923e-05,1.662,0.22729379381383694,-0.015761351446147855,2.208,0.15286976570393837,-0.017282042720885824,2.784,0.12629142212905184,-0.026080846546321288,3.47,0.11737158740586359,-0.04114511760558459,4.861,0.07515958841239019,-0.061112862912050966,6.908,0.08703645251196548,-0.09716167168706373,9.561,0.0628051135183634,0.008036382187828725,11.647,0.05627217352734515,0.08518563042745697,19.495,0.06086685833660266,-0.09242584809130593,61.732,0.014909180983777278,0.09528581829074474,83.184,0.07511589082989448,-0.6767993223414658
4,500,200000,249900,9969.0,9936.0,9945.128,26.42923807548188,15.712,2.07291339420627,0.0001655422171642389,1.597,0.2685971230609302,-0.022659043354837715,2.155,0.18472574276398038,-0.024042127976780434,2.625,0.15936908746650763,-0.027643856266398606,3.359,0.11378942845553434,-0.033217945521869956,5.146,0.034651526928053455,-0.06079736925423363,7.815,0.02601198346047777,-0.10397234650964353,13.096,0.0382208894422971,-0.20440491182646686,20.549,-0.005742772487347596,-0.4492308029936344,31.913,-0.00595010428922392,-0.7323078513597073,25.144,0.025639779087311937,-0.256645811990843,27.087,-0.014897875874117856,-0.6281822882478988
5,500,250000,299900,9937.5,9952.0,9923.676,14.735545344275062,15.7,2.119424431264224,0.00022617908407382138,1.6,0.27046682720505444,-0.027580516981284834,2.22,0.20022862594473492,-0.024352078943148826,2.632,0.15814481306242373,-0.02357234604679232,3.368,0.12991686642606823,-0.024828814197506908,5.029,0.0966794098617402,-0.05093678004680882,7.391,0.07153094929923336,-0.10818887863189389,12.93,0.09445293428754824,-0.32749496254847593,16.821,0.15089685392488916,-0.36291920140384,21.142,0.12255172687093653,-0.3650481453674214,25.791,0.12542671922844445,-0.7310488816405659,53.026,0.07151626042178957,-0.7244048587293206
6,500,300000,349900,9952.5,9955.0,9948.059,7.327851924517533,15.69,2.147367312023141,-0.0017281157439052175,1.627,0.32166212831048735,-0.11794306839930443,2.169,0.22534852088141236,-0.16141874674630777,2.631,0.16075350551033155,-0.19389193561231186,3.313,0.08364073039801358,-0.24897144035983412,4.548,0.1335306428114894,-0.3327255957459877,6.577,0.055805280887082906,-0.4378109320440896,8.216,0.06216383591606075,-0.5829371304984701,10.537,0.08231824582295955,-0.7306342697330457,15.169,0.052126379617389404,-0.7985505204353212,28.961,0.0078332274151724,-0.11923876607513395,21.969,-0.002708118732788698,-0.2436886801273714
7,500,350000,399900,9955.0,9974.0,9976.684,10.513668172282864,15.712,2.161225993641383,-0.003863743573845875,1.696,0.2622116545159639,-0.06430166429255291,2.332,0.19193254103862398,-0.08509651421844772,2.76,0.11665205051518472,-0.09849493204653591,3.656,0.06941361140420858,-0.12548091679645879,5.457,0.039555103890074814,-0.20026625796774328,7.633,0.011202768618829528,-0.29335848172585016,9.362,0.024494212472636258,-0.33023398435659246,12.635,0.06426495061968493,-0.4711849697865619,9.988,0.06459829061020408,-0.4846947937777916,14.174,0.051390782361372456,-0.4518026979288774,16.48,0.03202972852572164,-0.8157913284682574
8,500,400000,449900,9974.0,9989.0,9969.972,8.291303119222556,15.784,2.066068071131515,-0.0011429652562779497,1.592,0.31981928924993597,-0.10084139605183168,2.242,0.17668190205359716,-0.1365766166934234,2.732,0.1319791460085601,-0.16508813124904717,3.518,0.1448321325430277,-0.2196248824281403,4.697,0.04719313434337621,-0.2997607851246362,6.14,0.05193914052555297,-0.3893709859547646,8.271,-0.05479249414219871,-0.5871865110221492,9.192,-0.022829740861488552,-0.6277065734885581,12.688,-0.03131578521537605,-0.5322003379503841,23.306,-0.03285773832246781,-0.591612500852263,12.389,0.018836085273192846,-0.8006047644607565
9,500,450000,499900,9986.0,9980.0,9985.764,15.046797540754808,15.688,2.211437748123979,4.1366397470853136e-05,1.66,0.3092666342342117,-0.056554987292414045,2.204,0.229467580673491,-0.06484512305625309,2.61,0.21002146914269468,-0.07578757748264014,3.44,0.1654231092052173,-0.10067278807567975,4.896,0.12418366448409525,-0.15514332537230915,7.163,0.11130350302891301,-0.23325678845587464,12.035,0.07101172343825377,-0.4742552889481633,14.281,0.03303701182898033,-0.7155439652726143,15.838,0.010188710049480307,-0.669115152533876,17.717,0.02206492709041645,-0.7473044535416593,10.175,0.011757576833417997,-0.4934492545584542
