condition,count,pct,future_ret_1_mean,future_ret_1_hit_up,future_abs_ret_1_mean,future_ret_2_mean,future_ret_2_hit_up,future_abs_ret_2_mean,future_ret_3_mean,future_ret_3_hit_up,future_abs_ret_3_mean,future_ret_5_mean,future_ret_5_hit_up,future_abs_ret_5_mean,future_ret_10_mean,future_ret_10_hit_up,future_abs_ret_10_mean,future_ret_20_mean,future_ret_20_hit_up,future_abs_ret_20_mean,future_ret_50_mean,future_ret_50_hit_up,future_abs_ret_50_mean,future_ret_100_mean,future_ret_100_hit_up,future_abs_ret_100_mean,future_ret_200_mean,future_ret_200_hit_up,future_abs_ret_200_mean,future_ret_500_mean,future_ret_500_hit_up,future_abs_ret_500_mean,future_ret_1000_mean,future_ret_1000_hit_up,future_abs_ret_1000_mean
mid_changed,8191,0.8191,0.006166056166056166,0.41074481074481073,1.6817460317460318,0.020698497985101965,0.4392477714006594,2.264684332641348,0.034924899255098306,0.4519477347661497,2.743436317010624,0.03981922560156345,0.46769268352265786,3.478197141810187,0.017171840625763872,0.4770227328281594,4.849731117086287,0.014254251804722867,0.4803621681145234,6.80796525143766,-0.009387654926984906,0.4698736041232053,10.233096085409253,-0.054274084124830396,0.46675712347354137,14.10854816824966,-0.2707450784948916,0.4887864440568154,19.272614004485423,-0.07774781715459682,0.5059065228556754,24.797701592193118,2.6831663055254604,0.5748916576381365,29.948605092091007
bid_changed,7969,0.7969,-0.0147464859437751,0.40737951807228917,1.6713729919678715,0.008409689971130915,0.4378059495418602,2.2549265721099534,0.02704907744445839,0.4506087611397013,2.741872724990586,0.03289391086001255,0.46641556811048335,3.473446327683616,0.01042713567839196,0.4757537688442211,4.846231155778894,0.004024650987297196,0.4811973336687209,6.8127279587473275,-0.02245206861755802,0.4693491422805247,10.234611503531786,-0.09466142531067714,0.4661425310677149,14.086038549327922,-0.2724827056110684,0.4880860876249039,19.249551626953625,-0.16571994715984148,0.5036988110964333,24.740356671070014,2.660716775902942,0.5748152280016734,29.870032073629897
ask_changed,7978,0.7978,0.021436630312147424,0.4110567882662655,1.6751911746270527,0.03842778335005015,0.4405717151454363,2.2644809428284853,0.050401203610832494,0.453234704112337,2.7418505516549647,0.04947328818660647,0.46789566089791823,3.47736393278154,0.033128372443217466,0.47797716150081565,4.851298782783285,0.014384422110552764,0.48040201005025124,6.803957286432161,-0.012789818548387098,0.4703881048387097,10.205330141129032,-0.06597442066607573,0.4658731163733063,14.105103203748259,-0.3561284544524053,0.486949846468782,19.26362589559877,-0.2648727080860045,0.5052103944070703,24.706107373697403,2.3218758697467297,0.5716671305315892,29.822571667130532
spread_changed,1361,0.1361,0.08853783982365908,0.4570168993387215,2.168626010286554,0.03857457751653196,0.45040411462160174,2.6344599559147683,0.012858192505510653,0.4548126377663483,3.0253490080822925,0.11021307861866275,0.4864070536370316,3.6781778104335046,-0.10470242468772961,0.47685525349008084,4.992285084496694,0.16348273328434973,0.48126377663482733,6.957751653196179,0.493009565857248,0.4878587196467991,10.731420161883738,0.878698224852071,0.4977810650887574,14.413461538461538,1.0538632986627043,0.5185735512630015,19.767087667161963,4.938449848024316,0.5516717325227963,25.3548632218845,10.169848846459825,0.6388225934765315,31.55489260143198
size_changed_no_price_change,1511,0.1511,-0.05129053606882859,0.399735274652548,1.6191264063534083,-0.11449371277299801,0.42356055592322966,2.2382528127068166,-0.1657842488418266,0.42753143613500993,2.7104566512243546,-0.21343481138318995,0.43414956982131037,3.470880211780278,-0.09794837855724686,0.47121111846459296,4.931833223031105,-0.21125827814569537,0.4774834437086093,6.8907284768211925,-0.12865691489361702,0.46875,10.16123670212766,0.1760187040748163,0.4682698730794923,14.40380761523046,-0.02937204591492235,0.49155975692099935,19.543214044564483,0.46598877980364656,0.5287517531556802,24.39726507713885,2.5562546262028127,0.5788304959289415,29.6539600296077
bid_up,3971,0.3971,-0.09191639385545203,0.40141022412490557,1.7134223117602618,-0.02732309242004533,0.4308738353059683,2.271090405439436,-0.006547469151347267,0.44623520523797533,2.7582472928733317,-0.030730478589420653,0.4579345088161209,3.474811083123426,-0.0944822373393802,0.47593852355757116,4.872763920382968,-0.10562847046945986,0.4823321554770318,6.851716304896517,-0.08714900075891728,0.4642044017202125,10.363647862383,-0.20005090353779587,0.46398574700941714,13.967930771188598,-0.43191763191763194,0.48442728442728444,19.065637065637066,-0.615547890687185,0.49509153621650304,24.616874502520563,1.6012287070650657,0.5604579726333426,29.66070929907847
bid_down,3998,0.3998,0.06192144108081061,0.4133099824868651,1.6295971978984238,0.04391891891891892,0.4446946946946947,2.238863863863864,0.06043543543543543,0.45495495495495497,2.7256006006006004,0.09612015018773466,0.4748435544430538,3.472090112640801,0.1147582059634177,0.4755700325732899,4.819844650463543,0.11293557282526949,0.4800701930308348,6.774003509651542,0.04188679245283019,0.47446540880503146,10.1062893081761,0.009982309830679808,0.4682840535759414,14.203310588829922,-0.11451160418260647,0.49171129813823006,19.431777607753123,0.28032096816627206,0.5122336227308603,24.86279926335175,3.717548746518106,0.5891364902506964,30.07883008356546
ask_up,3965,0.3965,-0.07994955863808323,0.398234552332913,1.61765447667087,-0.02471626733921816,0.4277427490542245,2.207061790668348,-0.016771752837326608,0.442875157629256,2.6952080706179067,-0.03771442986881937,0.45635721493440967,3.4279767911200807,-0.08945243502397174,0.47514509210194295,4.844940701488771,-0.08771486349848331,0.47851365015166836,6.823559150657229,-0.1420065872814796,0.4626298454522422,10.26767164935394,-0.26140127388535034,0.4629299363057325,13.909044585987262,-0.5739881412735242,0.48440319670018045,18.98285640629028,-0.8042264752791068,0.49574694311536416,24.471424774056352,1.0790430889759373,0.5542809177392277,29.505456071628426
ask_down,4013,0.4013,0.12163509471585245,0.423728813559322,1.7320538384845463,0.10084766891049614,0.4532535527299925,2.3212415856394912,0.1168037895786587,0.46347544253303413,2.787958115183246,0.13566084788029925,0.4793017456359102,3.5261845386533666,0.15439340988517225,0.48077883175237146,4.857588617074389,0.11525974025974026,0.4822677322677323,6.784590409590409,0.11506643268989722,0.4780646778641264,10.143645023815493,0.1271399798590131,0.4687814702920443,14.298841893252769,-0.14147828295656592,0.4894589789179578,19.54025908051816,0.26643100288033517,0.5145326001571092,24.937287247970673,3.5516334440753043,0.5888704318936877,30.136351052048727
spread_tightened,687,0.0687,0.22343522561863174,0.4890829694323144,2.7649199417758368,0.15574963609898107,0.4847161572052402,3.042212518195051,0.16011644832605532,0.49053857350800584,3.3260553129548764,0.2336244541484716,0.512372634643377,3.927947598253275,0.06404657933042213,0.487627365356623,5.135371179039302,0.2794759825327511,0.50509461426492,7.135371179039302,0.607871720116618,0.4897959183673469,10.723032069970845,0.9941434846266471,0.4992679355783309,14.562225475841874,1.0941176470588236,0.525,19.848529411764705,5.147368421052631,0.556390977443609,25.541353383458645,10.577165354330708,0.6440944881889764,31.68740157480315
