feature,horizon,n,corr,abs_corr,slope_ticks_per_feature_unit,feature_mean,feature_std,future_ret_mean,future_abs_ret_mean,bottom_10pct_feature_cutoff,bottom_10pct_future_ret_mean,bottom_10pct_hit_up,top_10pct_feature_cutoff,top_10pct_future_ret_mean,top_10pct_hit_up,top_minus_bottom_future_ret
book_wap_edge_L3,1,9999,0.3436426821638318,0.3436426821638318,1.1399548028502215,0.012941447039495704,0.6541313808167395,-0.00010001000100010001,1.6655665566556657,-0.3513513513516955,-0.7381178707224335,0.3051330798479088,0.35365853658549895,0.9880597014925373,0.5661691542288557,1.7261775722149708
imbalance_L2,1,9999,0.3266050419332028,0.3266050419332028,12.551983293561051,0.000966843901003886,0.05646197287466268,-0.00010001000100010001,1.6655665566556657,0.0,-0.07287428803905614,0.39839300244100895,0.0,0.05589369040373301,0.41397849462365593,0.12876797844278914
imbalance_L3,1,9999,-0.32017410612968844,0.32017410612968844,-44.63409947664648,-0.00019209303098574883,0.015565567010997799,-0.00010001000100010001,1.6655665566556657,0.0,0.05589369040373301,0.41397849462365593,0.0,-0.07287428803905614,0.39839300244100895,-0.12876797844278914
book_wap_edge_L2,1,9999,0.30918780290171904,0.30918780290171904,1.50728159763021,0.0072779155283762,0.44511627412796345,-0.00010001000100010001,1.6655665566556657,-0.3513513513516955,-0.7381178707224335,0.3051330798479088,0.35365853658549895,0.9880597014925373,0.5661691542288557,1.7261775722149708
imbalance_L1,1,9999,0.299580379575798,0.299580379575798,11.354792951440249,0.000852295324929087,0.05725055009242183,-0.00010001000100010001,1.6655665566556657,0.0,-0.07158108795119471,0.398576512455516,0.0,0.05522312373225152,0.413894523326572,0.12680421168344624
micro_edge_L1,1,9999,0.2975793564055176,0.2975793564055176,2.8425414579368002,0.0012963297133065873,0.2271650472213634,-0.00010001000100010001,1.6655665566556657,0.0,-0.07158108795119471,0.398576512455516,0.0,0.05522312373225152,0.413894523326572,0.12680421168344624
ask_gap_12,1,9999,0.27139598527365105,0.27139598527365105,0.6440784299799257,2.5933593359335934,0.9143451817628184,-0.00010001000100010001,1.6655665566556657,2.0,-0.2931311508335007,0.35328379192608955,3.0,0.2905378486055777,0.46294820717131474,0.5836689994390785
ask_size_3,1,9999,0.2529574852422504,0.2529574852422504,0.16839423828570108,0.42104210421042104,3.259611370606148,-0.00010001000100010001,1.6655665566556657,0.0,-0.07287428803905614,0.39839300244100895,0.0,-0.00010001000100010001,0.4083408340834083,0.07277427803805604
bid_gap_12,1,9999,-0.22880301452405086,0.22880301452405086,-0.6393927170494349,2.571757175717572,0.7764966271946537,-0.00010001000100010001,1.6655665566556657,2.0,0.27498984152783423,0.457131247460382,3.0,-0.2667914122513295,0.361039984242663,-0.5417812537791638
bid_size_3,1,9999,-0.21406937908291587,0.21406937908291587,-0.15821125398913055,0.3485348534853485,2.9360449035216503,-0.00010001000100010001,1.6655665566556657,0.0,0.05589369040373301,0.41397849462365593,0.0,-0.00010001000100010001,0.4083408340834083,-0.05599370040473311
ask_change,1,9998,-0.12846148978777522,0.12846148978777522,-0.1130960221285564,0.0,2.4648372414396933,-0.00020004000800160032,1.665633126625325,-3.0,0.7427772600186393,0.5097856477166822,3.0,-0.15846994535519127,0.38524590163934425,-0.9012472053738305
ask_depth_L2,1,9999,-0.128251789882116,0.128251789882116,-0.06527751321650649,37.24012401240124,4.2632946603413,-0.00010001000100010001,1.6655665566556657,32.0,0.5925401322001889,0.48914069877242683,42.0,-0.0851278600269179,0.39502018842530284,-0.6776679922271067
mid_change,1,9998,-0.12535182897845762,0.12535182897845762,-0.12535182844579454,0.0,2.17001444437742,-0.00020004000800160032,1.665633126625325,-3.0,0.684981684981685,0.5009157509157509,3.0,-0.42754275427542754,0.35733573357335735,-1.1125244392571125
past_ret_1,1,9998,-0.12535182897845762,0.12535182897845762,-0.12535182844579454,0.0,2.17001444437742,-0.00020004000800160032,1.665633126625325,-3.0,0.684981684981685,0.5009157509157509,3.0,-0.42754275427542754,0.35733573357335735,-1.1125244392571125
bid_depth_L2,1,9999,0.1203063122878254,0.1203063122878254,0.06280864836680296,37.2965296529653,4.156372702814887,-0.00010001000100010001,1.6655665566556657,32.0,-0.533041788143829,0.35276967930029157,42.0,0.03237650200267023,0.41188251001335113,0.5654182901464992
bid_size_2,1,9999,0.10567324275210674,0.10567324275210674,0.06597287315969513,24.857985798579858,3.4757229626972608,-0.00010001000100010001,1.6655665566556657,20.0,-0.5182625863770978,0.3484698914116486,29.0,0.11525974025974026,0.43235930735930733,0.633522326636838
ask_size_1,1,9999,-0.10362920560608185,0.10362920560608185,-0.1210888295258589,12.423642364236423,1.8570500320329943,-0.00010001000100010001,1.6655665566556657,10.0,0.35315879339783723,0.4541832669322709,15.0,-0.06640857653365098,0.38832638475282905,-0.41956736993148824
ask_depth_L1,1,9999,-0.10362920560608185,0.10362920560608185,-0.1210888295258589,12.423642364236423,1.8570500320329943,-0.00010001000100010001,1.6655665566556657,10.0,0.35315879339783723,0.4541832669322709,15.0,-0.06640857653365098,0.38832638475282905,-0.41956736993148824
ask_size_2,1,9999,-0.10039781463996611,0.10039781463996611,-0.06172845909042188,24.816481648164817,3.529265578777453,-0.00010001000100010001,1.6655665566556657,20.0,0.5946205571565802,0.484149855907781,29.0,-0.000819672131147541,0.41530054644808745,-0.5954402292877278
bid_change,1,9998,-0.09844167599074052,0.09844167599074052,-0.09247872220764126,0.0,2.3099352242480884,-0.00020004000800160032,1.665633126625325,-3.0,0.17538022813688212,0.43346007604562736,3.0,-0.5013723696248856,0.3586459286367795,-0.6767525977617678
ask_size_1_change,1,9998,-0.08643094543835532,0.08643094543835532,-0.07140476221705835,-0.0003000600120024005,2.626665132996261,-0.00020004000800160032,1.665633126625325,-3.0,0.392260579064588,0.46547884187082406,3.0,-0.11240751280591918,0.3904382470119522,-0.5046680918705072
bid_gap_23,1,141,-0.0857585792075376,0.0857585792075376,-0.3006072874493925,2.4609929078014185,0.5002532286817191,-3.9148936170212765,3.9574468085106385,2.0,-3.776315789473684,0.013157894736842105,3.0,-4.076923076923077,0.015384615384615385,-0.3006072874493926
past_ret_2,1,9997,-0.07853632397707934,0.07853632397707934,-0.0593812617645273,0.0,2.8701559396742224,-0.00020006001800540162,1.6657997399219766,-4.0,0.3328460038986355,0.4395711500974659,4.0,-0.2448015122873346,0.3827977315689981,-0.5776475161859701
dev_ema_10,1,9997,-0.07677736122217584,0.07677736122217584,-0.06017381894355284,0.0006436480476757283,2.7689170904333062,-0.00020006001800540162,1.6657997399219766,-3.575063089827381,0.3915,0.456,3.533639953532838,-0.208,0.396,-0.5995
ask_depth_L3,1,9999,0.0748275079454835,0.0748275079454835,0.043740725983650405,37.66116611661166,3.7121097817971997,-0.00010001000100010001,1.6655665566556657,33.0,-0.1574829931972789,0.38571428571428573,43.0,0.4301868239921337,0.4552605703048181,0.5876698171894126
bid_size_1,1,9999,0.07263517917003562,0.07263517917003562,0.08624123556184708,12.438543854385438,1.8275848908213859,-0.00010001000100010001,1.6655665566556657,10.0,-0.25273459988485897,0.38111686816350027,15.0,0.05992844364937388,0.4036970781156828,0.31266304353423285
bid_depth_L1,1,9999,0.07263517917003562,0.07263517917003562,0.08624123556184708,12.438543854385438,1.8275848908213859,-0.00010001000100010001,1.6655665566556657,10.0,-0.25273459988485897,0.38111686816350027,15.0,0.05992844364937388,0.4036970781156828,0.31266304353423285
past_ret_3,1,9996,-0.07159640724836475,0.07159640724836475,-0.044910855337395625,0.0,3.459723232055017,-0.00030012004801920766,1.6658663465386154,-4.0,0.23776908023483365,0.44487932159165033,4.0,-0.26874163319946454,0.37215528781793844,-0.5065107134342982
dev_roll_mean_10,1,9997,-0.06985306041485839,0.06985306041485839,-0.04610599144859707,7.708661805106015e-05,3.287853197121586,-0.00020006001800540162,1.6657997399219766,-4.200000000000728,0.3525641025641026,0.4526627218934911,4.200000000000728,-0.18063872255489022,0.405189620758483,-0.5332028251189929
z_roll_mean_10,1,9997,-0.06935503541148073,0.06935503541148073,-0.12820355863128172,0.009328231813462226,1.173984228634858,-0.00020006001800540162,1.6657997399219766,-1.5523908508818782,0.4295,0.468,1.5742374325731086,-0.2455,0.392,-0.675
dev_roll_median_10,1,9997,-0.0658549058118521,0.0658549058118521,-0.041277653927004235,-0.011878563569070721,3.4622424151226108,-0.00020006001800540162,1.6657997399219766,-4.5,0.3510028653295129,0.4584527220630373,4.5,-0.23015873015873015,0.3968253968253968,-0.5811615954882431
ask_gap_23,1,167,-0.06518983002689659,0.06518983002689659,-0.23880275624461667,2.5149700598802394,0.5012789357107935,4.2844311377245505,4.290419161676646,2.0,4.407407407407407,1.0,3.0,4.1686046511627906,0.9883720930232558,-0.2388027562446169
spread,1,9999,-0.06431946247036778,0.06431946247036778,-0.09902309620728487,15.734973497349735,1.4094556714759252,-0.00010001000100010001,1.6655665566556657,16.0,0.0021272285251215557,0.4073136142625608,16.0,-0.021019582801191997,0.40112813963388677,-0.023146811326313552
half_spread,1,9999,-0.06431946247036778,0.06431946247036778,-0.19804619241456975,7.867486748674867,0.7047278357379626,-0.00010001000100010001,1.6655665566556657,8.0,0.0021272285251215557,0.4073136142625608,8.0,-0.021019582801191997,0.40112813963388677,-0.023146811326313552
dev_ema_20,1,9996,-0.061196242566630955,0.061196242566630955,-0.03279897348053734,0.0021574316277142513,4.049169531404209,-0.00030012004801920766,1.6658663465386154,-5.276079263378051,0.285,0.44,5.161750447831764,-0.24,0.381,-0.5249999999999999
