day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,best_bid,best_ask,computed_mid,mid_error,spread,half_spread,bid_size_1,ask_size_1,bid_size_2,ask_size_2,bid_size_3,ask_size_3,bid_gap_12,bid_gap_23,ask_gap_12,ask_gap_23,bid_depth_L1,ask_depth_L1,total_depth_L1,imbalance_L1,bid_depth_L2,ask_depth_L2,total_depth_L2,imbalance_L2,bid_depth_L3,ask_depth_L3,total_depth_L3,imbalance_L3,microprice_L1,micro_edge_L1,bid_wap_L1,ask_wap_L1,book_wap_mid_L1,book_wap_edge_L1,bid_wap_L2,ask_wap_L2,book_wap_mid_L2,book_wap_edge_L2,bid_wap_L3,ask_wap_L3,book_wap_mid_L3,book_wap_edge_L3,mid_change,bid_change,ask_change,spread_change,bid_size_1_change,ask_size_1_change,mid_changed,bid_changed,ask_changed,spread_changed,bid_size_1_changed,ask_size_1_changed,past_ret_1,future_ret_1,future_abs_ret_1,future_up_1,past_ret_2,future_ret_2,future_abs_ret_2,future_up_2,past_ret_3,future_ret_3,future_abs_ret_3,future_up_3,past_ret_5,future_ret_5,future_abs_ret_5,future_up_5,past_ret_10,future_ret_10,future_abs_ret_10,future_up_10,past_ret_20,future_ret_20,future_abs_ret_20,future_up_20,past_ret_50,future_ret_50,future_abs_ret_50,future_up_50,past_ret_100,future_ret_100,future_abs_ret_100,future_up_100,past_ret_200,future_ret_200,future_abs_ret_200,future_up_200,past_ret_500,future_ret_500,future_abs_ret_500,future_up_500,past_ret_1000,future_ret_1000,future_abs_ret_1000,future_up_1000,roll_mean_10,roll_median_10,roll_std_mid_10,roll_vol_ret1_10,dev_roll_mean_10,dev_roll_median_10,z_roll_mean_10,ema_10,dev_ema_10,roll_mean_20,roll_median_20,roll_std_mid_20,roll_vol_ret1_20,dev_roll_mean_20,dev_roll_median_20,z_roll_mean_20,ema_20,dev_ema_20,roll_mean_50,roll_median_50,roll_std_mid_50,roll_vol_ret1_50,dev_roll_mean_50,dev_roll_median_50,z_roll_mean_50,ema_50,dev_ema_50,roll_mean_100,roll_median_100,roll_std_mid_100,roll_vol_ret1_100,dev_roll_mean_100,dev_roll_median_100,z_roll_mean_100,ema_100,dev_ema_100,roll_mean_200,roll_median_200,roll_std_mid_200,roll_vol_ret1_200,dev_roll_mean_200,dev_roll_median_200,z_roll_mean_200,ema_200,dev_ema_200,roll_mean_500,roll_median_500,roll_std_mid_500,roll_vol_ret1_500,dev_roll_mean_500,dev_roll_median_500,z_roll_mean_500,ema_500,dev_ema_500,roll_mean_1000,roll_median_1000,roll_std_mid_1000,roll_vol_ret1_1000,dev_roll_mean_1000,dev_roll_median_1000,z_roll_mean_1000,ema_1000,dev_ema_1000,global_mean,dev_global_mean,z_global_mean,row_index,time_bucket_10,time_bucket_20
0,0,HYDROGEL_PACK,9992,15,9990.0,30.0,,,10008,15,10010.0,30.0,,,10000.0,0.0,9992,10008,10000.0,0.0,16,8.0,15,15,30.0,30.0,0.0,0.0,2.0,,2.0,,15,15,30,0.0,45.0,45.0,90.0,0.0,45.0,45.0,90.0,0.0,10000.0,0.0,9992.0,10008.0,10000.0,0.0,9990.666666666666,10009.333333333334,10000.0,0.0,9990.666666666666,10009.333333333334,10000.0,0.0,,,,,,,0,0,0,0,0,0,,0.0,0.0,0,,3.0,3.0,1,,2.0,2.0,1,,0.0,0.0,0,,3.0,3.0,1,,0.0,0.0,0,,-6.0,6.0,0,,3.0,3.0,1,,10.0,10.0,1,,-18.0,18.0,0,,-44.5,44.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9990.9621,9.037899999999354,0.3568292907035354,0,0,0
0,100,HYDROGEL_PACK,9992,13,9990.0,30.0,,,10008,13,10011.0,30.0,,,10000.0,0.0,9992,10008,10000.0,0.0,16,8.0,13,13,30.0,30.0,0.0,0.0,2.0,,3.0,,13,13,26,0.0,43.0,43.0,86.0,0.0,43.0,43.0,86.0,0.0,10000.0,0.0,9992.0,10008.0,10000.0,0.0,9990.60465116279,10010.093023255815,10000.348837209302,0.34883720930156414,9990.60465116279,10010.093023255815,10000.348837209302,0.34883720930156414,0.0,0.0,0.0,0.0,-2.0,-2.0,0,0,0,0,1,1,0.0,3.0,3.0,1,,2.0,2.0,1,,3.0,3.0,1,,2.0,2.0,1,,3.0,3.0,1,,-4.0,4.0,0,,-6.0,6.0,0,,6.0,6.0,1,,12.0,12.0,1,,-20.0,20.0,0,,-43.0,43.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9990.9621,9.037899999999354,0.3568292907035354,1,0,0
0,200,HYDROGEL_PACK,9995,13,9992.0,21.0,,,10011,13,10013.0,21.0,,,10003.0,0.0,9995,10011,10003.0,0.0,16,8.0,13,13,21.0,21.0,0.0,0.0,3.0,,2.0,,13,13,26,0.0,34.0,34.0,68.0,0.0,34.0,34.0,68.0,0.0,10003.0,0.0,9995.0,10011.0,10003.0,0.0,9993.14705882353,10012.235294117647,10002.691176470587,-0.3088235294126207,9993.14705882353,10012.235294117647,10002.691176470587,-0.3088235294126207,3.0,3.0,3.0,0.0,0.0,0.0,1,1,1,0,0,0,3.0,-1.0,1.0,0,3.0,0.0,0.0,0,,-3.0,3.0,0,,0.0,0.0,0,,-1.0,1.0,0,,-9.0,9.0,0,,-7.0,7.0,0,,5.0,5.0,1,,9.0,9.0,1,,-23.0,23.0,0,,-47.0,47.0,0,10001.0,10000.0,1.7320508075688772,,2.0,3.0,1.1547005383792517,10000.545454545454,2.4545454545459506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9990.9621,12.037899999999354,0.47527360543490915,2,0,0
0,300,HYDROGEL_PACK,9994,11,9992.0,23.0,,,10010,11,10013.0,23.0,,,10002.0,0.0,9994,10010,10002.0,0.0,16,8.0,11,11,23.0,23.0,0.0,0.0,2.0,,3.0,,11,11,22,0.0,34.0,34.0,68.0,0.0,34.0,34.0,68.0,0.0,10002.0,0.0,9994.0,10010.0,10002.0,0.0,9992.64705882353,10012.029411764706,10002.338235294119,0.33823529411893105,9992.64705882353,10012.029411764706,10002.338235294119,0.33823529411893105,-1.0,-1.0,-1.0,0.0,-2.0,-2.0,1,1,1,0,1,1,-1.0,1.0,1.0,1,2.0,-2.0,2.0,0,2.0,0.0,0.0,0,,1.0,1.0,1,,1.0,1.0,1,,-8.0,8.0,0,,-6.0,6.0,0,,6.0,6.0,1,,8.0,8.0,1,,-20.0,20.0,0,,-45.0,45.0,0,10001.25,10001.0,1.5,2.0816659994661326,0.75,1.0,0.5,10000.809917355371,1.1900826446290012,10001.25,10001.0,1.5,,0.75,1.0,0.5,10000.448979591836,1.5510204081638221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9990.9621,11.037899999999354,0.4357921671911179,3,0,0
0,400,HYDROGEL_PACK,9995,13,9993.0,23.0,,,10011,13,10014.0,23.0,,,10003.0,0.0,9995,10011,10003.0,0.0,16,8.0,13,13,23.0,23.0,0.0,0.0,2.0,,3.0,,13,13,26,0.0,36.0,36.0,72.0,0.0,36.0,36.0,72.0,0.0,10003.0,0.0,9995.0,10011.0,10003.0,0.0,9993.722222222223,10012.916666666666,10003.319444444445,0.3194444444452529,9993.722222222223,10012.916666666666,10003.319444444445,0.3194444444452529,1.0,1.0,1.0,0.0,2.0,2.0,1,1,1,0,1,1,1.0,-3.0,3.0,0,0.0,-1.0,1.0,0,3.0,0.0,0.0,0,,2.0,2.0,1,,0.0,0.0,0,,-9.0,9.0,0,,-7.0,7.0,0,,4.0,4.0,1,,5.0,5.0,1,,-18.0,18.0,0,,-46.0,46.0,0,10001.6,10002.0,1.5165750888102576,1.707825127659933,1.3999999999996362,1.0,0.9231326627538939,10001.208114199848,1.7918858001521585,10001.6,10002.0,1.5165750888102576,1.707825127659933,1.3999999999996362,1.0,0.9231326627538939,10000.691933916423,2.308066083576705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9990.9621,12.037899999999354,0.47527360543490915,4,0,0
0,500,HYDROGEL_PACK,9992,12,9989.0,22.0,,,10008,12,10010.0,22.0,,,10000.0,0.0,9992,10008,10000.0,0.0,16,8.0,12,12,22.0,22.0,0.0,0.0,3.0,,2.0,,12,12,24,0.0,34.0,34.0,68.0,0.0,34.0,34.0,68.0,0.0,10000.0,0.0,9992.0,10008.0,10000.0,0.0,9990.058823529413,10009.29411764706,9999.676470588236,-0.3235294117639569,9990.058823529413,10009.29411764706,9999.676470588236,-0.3235294117639569,-3.0,-3.0,-3.0,0.0,-1.0,-1.0,1,1,1,0,1,1,-3.0,2.0,2.0,1,-2.0,3.0,3.0,1,-3.0,3.0,3.0,1,0.0,3.0,3.0,1,,4.0,4.0,1,,-7.0,7.0,0,,-5.0,5.0,0,,6.0,6.0,1,,8.0,8.0,1,,-13.0,13.0,0,,-46.0,46.0,0,10001.333333333334,10001.0,1.5055453054182162,2.23606797749979,-1.3333333333339397,-1.0,-0.8856148855404662,10000.988457072603,-0.9884570726026141,10001.333333333334,10001.0,1.5055453054182162,2.23606797749979,-1.3333333333339397,-1.0,-0.8856148855404662,10000.626035448193,-0.6260354481928516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9990.9621,9.037899999999354,0.3568292907035354,5,0,0
0,600,HYDROGEL_PACK,9994,12,9991.0,24.0,,,10010,12,10012.0,24.0,,,10002.0,0.0,9994,10010,10002.0,0.0,16,8.0,12,12,24.0,24.0,0.0,0.0,3.0,,2.0,,12,12,24,0.0,36.0,36.0,72.0,0.0,36.0,36.0,72.0,0.0,10002.0,0.0,9994.0,10010.0,10002.0,0.0,9992.0,10011.333333333334,10001.666666666668,-0.3333333333321207,9992.0,10011.333333333334,10001.666666666668,-0.3333333333321207,2.0,2.0,2.0,0.0,0.0,0.0,1,1,1,0,0,0,2.0,1.0,1.0,1,-1.0,1.0,1.0,1,0.0,3.0,3.0,1,2.0,1.0,1.0,1,,2.0,2.0,1,,-8.0,8.0,0,,-11.0,11.0,0,,3.0,3.0,1,,8.0,8.0,1,,-13.0,13.0,0,,-49.0,49.0,0,10001.42857142857,10002.0,1.3972762620115307,2.1602468994692865,0.571428571429351,0.0,0.40895890595515993,10001.172373968493,0.8276260315069521,10001.42857142857,10002.0,1.3972762620115307,2.1602468994692865,0.571428571429351,0.0,0.40895890595515993,10000.756889215032,1.2431107849679393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9990.9621,11.037899999999354,0.4357921671911179,6,0,0
0,700,HYDROGEL_PACK,9995,10,9993.0,27.0,,,10011,10,10014.0,27.0,,,10003.0,0.0,9995,10011,10003.0,0.0,16,8.0,10,10,27.0,27.0,0.0,0.0,2.0,,3.0,,10,10,20,0.0,37.0,37.0,74.0,0.0,37.0,37.0,74.0,0.0,10003.0,0.0,9995.0,10011.0,10003.0,0.0,9993.54054054054,10013.18918918919,10003.364864864865,0.36486486486501235,9993.54054054054,10013.18918918919,10003.364864864865,0.36486486486501235,1.0,1.0,1.0,0.0,-2.0,-2.0,1,1,1,0,1,1,1.0,0.0,0.0,0,3.0,2.0,2.0,1,0.0,0.0,0.0,0,0.0,-1.0,1.0,0,,-3.0,3.0,0,,-8.0,8.0,0,,-13.0,13.0,0,,3.0,3.0,1,,7.0,7.0,1,,-13.0,13.0,0,,-52.0,52.0,0,10001.625,10002.0,1.407885953173275,1.9880595947760098,1.375,1.0,0.9766416071563521,10001.504669610584,1.4953303894162673,10001.625,10002.0,1.407885953173275,1.9880595947760098,1.375,1.0,0.9766416071563521,10000.970518813601,2.029481186398698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9990.9621,12.037899999999354,0.47527360543490915,7,0,0
0,800,HYDROGEL_PACK,9995,11,9993.0,26.0,,,10011,11,10014.0,26.0,,,10003.0,0.0,9995,10011,10003.0,0.0,16,8.0,11,11,26.0,26.0,0.0,0.0,2.0,,3.0,,11,11,22,0.0,37.0,37.0,74.0,0.0,37.0,37.0,74.0,0.0,10003.0,0.0,9995.0,10011.0,10003.0,0.0,9993.594594594595,10013.108108108108,10003.351351351352,0.3513513513516955,9993.594594594595,10013.108108108108,10003.351351351352,0.3513513513516955,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,1,0.0,2.0,2.0,1,1.0,0.0,0.0,0,3.0,0.0,0.0,0,1.0,0.0,0.0,0,,-4.0,4.0,0,,-8.0,8.0,0,,-11.0,11.0,0,,5.0,5.0,1,,6.0,6.0,1,,-12.0,12.0,0,,-48.0,48.0,0,10001.777777777777,10002.0,1.3944333775567435,1.8468119248354136,1.2222222222226264,1.0,0.8765009801788761,10001.776547863205,1.2234521367954585,10001.777777777777,10002.0,1.3944333775567435,1.8468119248354136,1.2222222222226264,1.0,0.8765009801788761,10001.163802736115,1.8361972638849693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9990.9621,12.037899999999354,0.47527360543490915,8,0,0
0,900,HYDROGEL_PACK,9997,11,9994.0,27.0,,,10013,11,10015.0,27.0,,,10005.0,0.0,9997,10013,10005.0,0.0,16,8.0,11,11,27.0,27.0,0.0,0.0,3.0,,2.0,,11,11,22,0.0,38.0,38.0,76.0,0.0,38.0,38.0,76.0,0.0,10005.0,0.0,9997.0,10013.0,10005.0,0.0,9994.868421052632,10014.421052631578,10004.644736842105,-0.35526315789502405,9994.868421052632,10014.421052631578,10004.644736842105,-0.35526315789502405,2.0,2.0,2.0,0.0,0.0,0.0,1,1,1,0,0,0,2.0,-2.0,2.0,0,2.0,-2.0,2.0,0,3.0,-3.0,3.0,0,2.0,-2.0,2.0,0,,-7.0,7.0,0,,-12.0,12.0,0,,-12.0,12.0,0,,2.0,2.0,1,,5.0,5.0,1,,-18.5,18.5,0,,-50.0,50.0,0,10002.1,10002.5,1.6633299933165833,1.8104634152000358,2.899999999999636,2.5,1.7434904749220597,10002.362630069894,2.637369930105706,10002.1,10002.5,1.6633299933165833,1.8104634152000358,2.899999999999636,2.5,1.7434904749220597,10001.529154856486,3.4708451435144525,10002.1,10002.5,1.6633299933165833,,2.899999999999636,2.5,1.7434904749220597,10000.734199356453,4.265800643546754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9990.9621,14.037899999999354,0.5542364819224916,9,0,0
