day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss;S;K;TTE_days;T_years;IV;Delta;Gamma;Vega;Theta;Rho
2;0;VEV_5200;102;21;;;;;106;21;;;;;104.0;0.0;5267.5;5200.0;6.0;0.024;0.20011802478964516;0.6669520242148004;0.002225769900527275;296.6106926141402;-1236.6072070297985;81.82007490123507
2;0;VEV_5300;52;20;;;;;54;20;;;;;53.0;0.0;5267.5;5300.0;6.0;0.024;0.20829840170332545;0.430745078289695;0.0023115509748468576;320.6341254172275;-1391.407830332335;53.18279279738322
2;0;VEV_5000;267;7;266.0;14.0;;;273;7;274.0;14.0;;;270.0;0.0;5267.5;5000.0;6.0;0.024;0.19264989597610943;0.960897627910297;0.0005381199919265715;69.03482624818173;-277.07400198835415;114.99667812041976
2;0;VEV_4000;1257;15;1254.0;27.0;;;1278;15;1280.0;27.0;;;1267.5;0.0;5267.5;4000.0;6.0;0.024;0.0;1.0;0.0;0.0;0.0;0.0
2;0;VEV_5100;177;7;176.0;14.0;;;181;7;182.0;14.0;;;179.0;0.0;5267.5;5100.0;6.0;0.024;0.1955385403115988;0.8603550254523027;0.0013924756702571863;181.31774738583516;-738.637659508613;104.47008231768011
2;0;VEV_4500;759;7;757.0;14.0;;;775;7;777.0;14.0;;;767.0;0.0;5267.5;4500.0;6.0;0.024;0.0;1.0;0.0;0.0;0.0;0.0
2;0;VEV_5400;16;20;;;;;18;20;;;;;17.0;0.0;5267.5;5400.0;6.0;0.024;0.1880453535743828;0.2009550647150753;0.0018296532736376521;229.11405626507081;-897.5798691505473;24.99673928127982
2;0;VEV_6500;0;18;;;;;1;18;;;;;0.5;0.0;5267.5;6500.0;6.0;0.024;0.5044492534982908;0.00400967755654894;2.8841814710637208e-05;9.688585951594536;-101.82083230699773;0.49490343669891107
2;0;VEV_5500;6;20;;;;;7;20;;;;;6.5;0.0;5267.5;5500.0;6.0;0.024;0.20239062664298693;0.08661790272037279;0.0009555708308399268;128.78746939155587;-543.0286798733644;10.794235261909527
2;0;VEV_6000;0;20;;;;;1;20;;;;;0.5;0.0;5267.5;6000.0;6.0;0.024;0.3301787848993891;0.0058694786264906615;6.188607094067484e-05;13.6070006656835;-93.59881137334494;0.7300194879611098
2;100;VEV_4500;757;10;756.0;14.0;;;774;10;776.0;14.0;;;765.5;0.0;5265.5;4500.0;5.9999;0.0239996;0.0;1.0;0.0;0.0;0.0;0.0
2;100;VEV_5400;16;25;;;;;18;25;;;;;17.0;0.0;5265.5;5400.0;5.9999;0.0239996;0.18979905239962272;0.19958009289329576;0.00180598545870948;228.08226997223292;-901.8858378865634;24.81292194351992
2;100;VEV_6500;0;17;;;;;1;17;;;;;0.5;0.0;5265.5;6500.0;5.9999;0.0239996;0.5052812842875725;0.00400517241865796;2.8776517671699693e-05;9.675082731980153;-101.84832723052564;0.4941334131964957
2;100;VEV_5500;6;25;;;;;7;25;;;;;6.5;0.0;5265.5;5500.0;5.9999;0.0239996;0.20373683038363896;0.08617104207951604;0.0009459596533969918;128.24055724096849;-544.3283358661507;10.73342803622378
2;100;VEV_6000;0;25;;;;;1;25;;;;;0.5;0.0;5265.5;6000.0;5.9999;0.0239996;0.33104432444555715;0.005857751610122183;6.163877787033311e-05;13.577612297446954;-93.64305010483542;0.7282436488779195
2;100;VEV_5200;101;24;;;;;105;24;;;;;103.0;0.0;5265.5;5200.0;5.9999;0.0239996;0.20122455039744805;0.6617088750096699;0.002227943393279442;298.3103733070716;-1250.5910670930011;81.14812146148697
2;100;VEV_5300;51;25;;;;;53;6;54.0;19.0;;;52.0;0.0;5265.5;5300.0;5.9999;0.0239996;0.20785259814535034;0.42594151218222975;0.002312291512232386;319.8020771152426;-1384.850010431067;52.57820445947972
2;100;VEV_5000;265;24;;;;;272;24;;;;;268.5;0.0;5265.5;5000.0;5.9999;0.0239996;0.19835942942450624;0.9553434792323232;0.000582202545311698;76.8440397151921;-317.56237338496476;114.28276141311116
2;100;VEV_4000;1255;12;1252.0;20.0;;;1276;12;1279.0;20.0;;;1265.5;0.0;5265.5;4000.0;5.9999;0.0239996;0.0;1.0;0.0;0.0;0.0;0.0
2;100;VEV_5100;175;24;;;;;180;24;;;;;177.5;0.0;5265.5;5100.0;5.9999;0.0239996;0.1967224012469672;0.8561397420285355;0.0014128056719594456;184.9351586845716;-757.947809368028;103.93035927810553
2;200;VEV_6000;0;19;;;;;1;19;;;;;0.5;0.0;5265.5;6000.0;5.9998;0.0239992;0.3310470832287211;0.005857751610121621;6.163877787032869e-05;13.577499148319381;-93.64461087435367;0.7282315112814082
2;200;VEV_5200;102;8;101.0;15.0;;;105;23;;;;;103.5;0.0;5265.5;5200.0;5.9998;0.0239992;0.20290123436580995;0.6605432987534017;0.0022124774613632545;298.70297185735524;-1262.692125124862;80.98747807747671
2;200;VEV_5300;51;19;;;;;53;6;54.0;13.0;;;52.0;0.0;5265.5;5300.0;5.9998;0.0239992;0.20785433030085435;0.425941512182229;0.0023122915122324055;319.7994120424108;-1384.8730920339485;52.57732814146669
2;200;VEV_5000;266;8;265.0;15.0;;;272;8;273.0;15.0;;;269.0;0.0;5265.5;5000.0;5.9998;0.0239992;0.2045911111390512;0.950348857820166;0.0006145517457533325;83.66064661249236;-356.5999001854503;113.63769781092137
2;200;VEV_4000;1255;10;1253.0;20.0;;;1276;10;1279.0;20.0;;;1265.5;0.0;5265.5;4000.0;5.9998;0.0239992;0.0;1.0;0.0;0.0;0.0;0.0
2;200;VEV_5100;175;23;;;;;180;23;;;;;177.5;0.0;5265.5;5100.0;5.9998;0.0239992;0.19672404064812712;0.856139742028535;0.001412805671959446;184.9336175261421;-757.9604422526163;103.92862707658082
2;200;VEV_4500;758;8;756.0;15.0;;;774;8;776.0;15.0;;;766.0;0.0;5265.5;4500.0;5.9998;0.0239992;0.3964654947259467;0.995180572933217;4.326954013002934e-05;11.41467825096286;-94.28493574588936;107.37538006407107
2;200;VEV_5400;16;19;;;;;18;19;;;;;17.0;0.0;5265.5;5400.0;5.9998;0.0239992;0.18980063410452666;0.19958009289329687;0.0018059854587094775;228.0803692470521;-901.9008698182663;24.812508387928403
2;200;VEV_6500;0;18;;;;;1;18;;;;;0.5;0.0;5265.5;6500.0;5.9998;0.0239992;0.505285495087754;0.004005172418657793;2.877651767169875e-05;9.675002104610613;-101.85002475922607;0.49412517750232665
2;200;VEV_5500;6;19;;;;;7;19;;;;;6.5;0.0;5265.5;5500.0;5.9998;0.0239992;0.20373852824008418;0.08617104207952098;0.0009459596533970107;128.23948854739908;-544.3374083075315;10.733249142775547
2;300;VEV_6000;0;25;;;;;1;25;;;;;0.5;0.0;5266.5;6000.0;5.9997;0.0239988;0.330618424288714;0.0058636078544232065;6.176221029952796e-05;13.59200685910482;-93.62484563141966;0.7291001215387578
2;300;VEV_5200;102;26;;;;;105;26;;;;;103.5;0.0;5266.5;5200.0;5.9997;0.0239988;0.20068066293335288;0.6643236877190934;0.002226875690120541;297.4645419125101;-1243.7159664268347;81.47978264010091
2;300;VEV_5300;51;25;;;;;54;25;;;;;52.5;0.0;5266.5;5300.0;5.9997;0.0239988;0.20808373106733774;0.42834632684404106;0.002311924481784805;320.2178032107303;-1388.2384795547127;52.87861826466301
